0,232.73095103
1,1347.78395441
2,707.28790042
3,1677.60889879
4,1021.39257941
5,1314.11355823
6,1280.87538971
7,398.48724722
8,4086.08664167
9,1215.91139571
10,788.01551549
11,3250.47352648
12,1009.41229645
13,1057.71793412
14,976.80543263
15,1523.02833765
16,1304.93945933
17,1966.20490222
18,1250.7273395
19,525.34129283
20,788.36410327
21,1263.14913389
22,1342.10323047
23,1244.33709784
24,7206.52134187
25,492.28844772
26,1352.03618576
27,2848.8416731
28,995.69670801
29,1881.68081503
30,1858.1316366
31,1334.38652911
32,589.77446324
33,2324.38198513
34,1745.72168922
35,754.36278145
36,1524.7526276
37,781.72378685
38,1104.93710234
39,2042.38606474
40,1343.35747549
41,1082.53335378
42,768.58399507
43,1127.71838782
44,15550.7726201
45,1050.13998026
46,2452.89104535
47,155.43538436
48,1773.98404346
49,507.93906185
50,1686.03659347
51,236.48725884
52,829.38561323
53,1231.61742939
54,867.21068939
55,1224.24369583
56,1233.62016168
57,2184.34386653
58,577.29756133
59,367.56439354
60,901.60458189
61,1251.72776187
62,542.305683
63,1181.25073175
64,1268.64563181
65,1830.49431164
66,393.6645701
67,509.9360316
68,1960.94533584
69,464.28523123
70,770.4592538
71,1730.4125401
72,1213.62298835
73,815.04244491
74,2747.06244212
75,10406.56495544
76,1796.69921974
77,1341.3047852
78,359.02432457
79,530.33941401
80,684.73136243
81,478.62064916
82,1955.58365776
83,474.96964133
84,1446.67972296
85,1540.00178281
86,1746.20711914
87,11719.43024045
88,400.26599805
89,3074.5890448
90,878.60139945
91,14350.04223074
92,686.80894647
93,1477.10858992
94,1326.65275082
95,1357.94006082
96,1157.87009773
97,2706.43186998
98,1622.35427493
99,1045.73309867
100,866.49192946
101,476.61189462
102,1347.9823814
103,547.76527741
104,1332.12289472
105,877.25255364
106,386.79800333
107,1322.32346166
108,1732.93277726
109,2548.45382813
110,1012.62560488
111,1577.9198399
112,563.70161152
113,2497.71823523
114,897.75994723
115,1273.46202831
116,926.75931084
117,1379.46850955
118,257.83385111
119,1414.52104692
120,1058.77858752
121,1837.91122849
122,1802.72374827
123,268.97762154
124,1496.17809879
125,2275.74013611
126,883.10146883
127,1121.04254342
128,358.94821714
129,1618.56703959
130,158.19286566
131,1075.62879218
132,1459.42295353
133,1329.84021177
134,1351.07080713
135,1343.86494161
136,1603.76987829
137,1705.77131873
138,1717.21206137
139,1538.83598749
140,1602.11151237
141,706.85478719
142,240.51900245
143,1615.93923808
144,1541.54452201
145,1321.62921169
146,1774.91067312
147,656.43894247
148,317.01645951
149,1755.94936415
150,2184.20975082
151,2919.04295685
152,6541.02049781
153,1266.36407644
154,1302.36320966
155,905.8053019
156,1262.3331196
157,4539.79586428
158,883.89342625
159,1468.92770904
160,985.2917526
161,1832.55310401
162,734.13574777
163,1099.15708035
164,3128.63166647
165,791.49618674
166,1483.56183279
167,1860.31471632
168,1138.7037298
169,4593.51121007
170,1815.30581333
171,580.86224554
172,988.3085721
173,288.16665385
174,1237.11628586
175,2384.00430232
176,687.56822788
177,1875.7905076
178,1148.53294216
179,1077.21691824
180,772.59044242
181,1798.98998428
182,610.18350244
183,1064.64415111
184,1228.86001795
185,1238.03760623
186,1818.25982973
187,839.37417501
188,8655.85368298
189,3329.30004725
190,1441.05851339
191,939.38236568
