Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC Solar Output (W)
7,18,10,668,247,28.3,5.2,944.458,46.308,1461.752,4064.6
7,18,11,532,316,27.2,6.7,861.969,41.509,1367.467,4000.4
7,18,12,465,308,27.2,7.7,743.306,38.437,1197.094,3678.5
7,18,13,243,426,27.2,5.7,603.497,38.096,972.486,3050.8
7,18,14,0,256,27.2,4.6,241.299,32.031,401.319,1168.3
7,18,15,392,230,25.6,7.7,376.437,30.668,607.378,2295.9
7,18,16,326,194,23.9,9.3,237.294,26.584,370.855,1555.4
7,18,17,273,100,23.9,6.2,79.777,24.536,133.582,645.3
7,18,18,52,48,23.3,3.6,40.358,22.978,70.075,175.4
7,18,19,0,2,21.1,4.6,1.94,19.895,3.416,0
7,18,20,0,0,20.6,6.7,0,20.6,0,0
7,18,21,0,0,20,8.8,0,20,0,0
7,18,22,0,0,20.6,5.2,0,20.6,0,0
7,18,23,0,0,20,4.1,0,20,0,0
7,19,0,0,0,20,3.6,0,20,0,0
7,19,1,0,0,19.4,4.1,0,19.4,0,0
7,19,2,0,0,18.9,2.1,0,18.9,0,0
7,19,3,0,0,18.3,2.1,0,18.3,0,0
7,19,4,19,16,18.9,1.5,19.719,17.427,32.988,51.3
7,19,5,182,65,19.4,2.1,133.106,21.231,216.638,275.9
7,19,6,453,106,20.6,2.1,364.167,28.928,596.175,1009
7,19,7,590,117,22.8,1.5,561.837,38.235,898.007,1909.6
7,19,8,606,202,23.9,3.6,754.262,40.397,1201.248,2934
7,19,9,667,192,23.3,4.1,860.31,41.666,1363.427,3574.1
7,19,10,779,140,23.3,6.2,937.26,39.45,1502.565,4168.6
7,19,11,579,281,25,7.2,873.938,38.829,1405.38,4113.9
7,19,12,634,230,25.6,6.2,822.371,39.828,1315.016,4059.3
7,19,13,617,254,23.9,7.2,743.663,35.548,1211.455,3956.3
7,19,14,843,105,23.9,6.2,637.837,34.787,1027.391,3677.1
7,19,15,760,103,23.9,6.2,428.106,31.051,671.061,2775.8
7,19,16,695,89,23.3,5.2,228.776,27.169,316.571,1779.2
7,19,17,550,63,22.2,5.7,46.418,22.231,80.877,690.2
7,19,18,141,39,21.1,6.2,32.013,20.619,56.195,140
7,19,19,4,3,20.6,4.6,2.91,19.39,5.136,0
7,19,20,0,0,20.6,4.1,0,20.6,0,0
7,19,21,0,0,20.6,4.1,0,20.6,0,0
7,19,22,0,0,20.6,3.6,0,20.6,0,0
7,19,23,0,0,20.6,3.6,0,20.6,0,0
7,20,0,0,0,20.6,3.1,0,20.6,0,0
7,20,1,0,0,20.6,3.6,0,20.6,0,0
7,20,2,0,0,20.6,2.1,0,20.6,0,0
7,20,3,0,0,20.6,5.2,0,20.6,0,0
7,20,4,0,8,21.1,3.6,7.571,19.8,13.34,5.9
7,20,5,1,41,21.7,4.6,39.28,21.216,68.672,167.1
7,20,6,5,121,22.2,3.1,121.522,23.671,210.112,552.9
7,20,7,4,173,23.3,4.6,172.122,25.781,294.903,806
7,20,8,4,275,23.3,5.2,275.118,27.656,467.28,1299
7,20,9,5,301,23.3,4.1,300.053,28.991,506.408,1428.4
7,20,10,4,347,25,5.2,343.415,30.885,574.337,1638.7
7,20,11,4,441,24.4,3.6,434.477,33.485,717.496,2073.9
7,20,12,2,228,24.4,5.2,220.386,28.139,373.469,1070.7
7,20,13,1,238,23.9,5.7,227.467,27.239,387.119,1117
7,20,14,1,196,23.9,6.7,186.092,26.242,318.187,914.6
7,20,15,0,158,22.2,5.2,148.675,24.142,256.752,731.9
7,20,16,0,111,21.7,4.6,104.239,22.808,181.138,505.6
7,20,17,0,63,21.7,5.2,59.67,21.798,104.177,273.8
7,20,18,0,27,20.6,5.7,25.607,19.987,45.081,99.4
7,20,19,0,2,20.6,5.2,1.94,19.445,3.423,0
7,20,20,0,0,21.7,5.2,0,21.7,0,0
7,20,21,0,0,22.2,6.2,0,22.2,0,0
7,20,22,0,0,22.8,7.7,0,22.8,0,0
7,20,23,0,0,23.3,7.2,0,23.3,0,0
7,21,0,0,0,23.3,7.7,0,23.3,0,0
7,21,1,0,0,23.9,8.8,0,23.9,0,0
7,21,2,0,0,23.9,7.2,0,23.9,0,0
7,21,3,0,0,23.3,7.2,0,23.3,0,0
7,21,4,0,7,23.3,7.7,6.623,22.485,11.526,0.6
7,21,5,0,63,23.3,8.2,62.78,23.343,108.822,261.1
7,21,6,1,140,25,4.6,139.917,26.752,238.634,627.4
7,21,7,1,215,25.6,6.7,214.152,28.336,362.551,988.2
7,21,8,174,315,27.2,7.7,484.342,33.906,797.534,2059.3
7,21,9,1,342,28.9,7.7,338.434,33.68,558.357,1575.2
7,21,10,91,361,28.9,8.2,455.351,35.064,746.153,2110.3
7,21,11,417,413,29.4,7.2,846.346,42.368,1336.822,3909.1
7,21,12,171,379,30,7.7,533.34,38.095,860.641,2595.6
7,21,13,422,302,32.2,7.7,633.107,41.55,1001.402,3242.3
7,21,14,559,216,32.8,8.8,558.084,40.435,877.78,3095.6
7,21,15,8,161,25,7.7,154.926,26.996,263.495,760.6
7,21,16,7,212,24.4,5.2,191.747,27.158,325.723,985
7,21,17,1,92,24.4,4.6,83.619,25.219,143.677,404.3
7,21,18,1,35,25.6,5.2,32.5,25.225,55.842,131.1
7,21,19,0,1,25.6,4.6,0.97,24.464,1.672,0
7,21,20,0,0,25,4.1,0,25,0,0
7,21,21,0,0,24.4,5.2,0,24.4,0,0
7,21,22,0,0,23.9,4.1,0,23.9,0,0
7,21,23,0,0,23.9,5.2,0,23.9,0,0
7,22,0,0,0,23.3,4.1,0,23.3,0,0
7,22,1,0,0,22.8,3.6,0,22.8,0,0
7,22,2,0,0,22.8,4.1,0,22.8,0,0
7,22,3,0,0,22.2,4.1,0,22.2,0,0
7,22,4,24,11,21.1,5.2,15.054,20.168,23.816,30.9
7,22,5,329,45,21.1,6.2,162.975,22.849,253.479,189.2
7,22,6,224,132,21.7,6.2,265.319,25.415,445.943,861.5
7,22,7,8,162,21.7,7.2,163.691,23.584,283.3,771.3
7,22,8,17,251,22.2,4.1,261.401,26.826,445.684,1232.5
7,22,9,10,255,23.3,4.1,258.178,28.067,437.659,1231.8
7,22,10,2,300,24.4,2.1,294.225,31.322,491.03,1399.2
7,22,11,3,381,23.9,4.1,373.646,31.202,623.936,1799.9
7,22,12,374,362,24.4,4.6,712.781,38.3,1148.806,3519.2
7,22,13,169,426,23.3,4.6,544.523,34.401,894.014,2788.1
7,22,14,514,259,24.4,5.2,568.334,34.916,920.118,3198.2
7,22,15,636,162,23.9,5.2,422.373,31.681,666.288,2681.6
7,22,16,113,167,22.8,4.1,170.724,26.006,280.287,999.1
7,22,17,135,112,22.2,1.5,90.553,23.624,156.758,595.1
7,22,18,45,45,21.7,3.1,37.924,21.294,66.366,165.2
7,22,19,0,4,21.7,2.1,3.879,20.163,6.824,0
7,22,20,0,0,23.3,4.6,0,23.3,0,0
7,22,21,0,0,21.7,4.1,0,21.7,0,0
7,22,22,0,0,20.6,5.2,0,20.6,0,0
7,22,23,0,0,20,5.2,0,20,0,0
7,23,0,0,0,18.9,4.1,0,18.9,0,0
7,23,1,0,0,18.3,3.6,0,18.3,0,0
7,23,2,0,0,17.8,4.1,0,17.8,0,0
7,23,3,0,0,17.2,4.1,0,17.2,0,0
7,23,4,10,11,16.7,4.1,12.102,15.471,20.614,27.4
7,23,5,247,51,17.8,5.2,141.659,19.262,227.496,210.5
7,23,6,496,86,20,3.6,366.28,27.118,602.721,964.9
7,23,7,639,118,21.7,4.1,595.754,33.841,972.764,2050.6
7,23,8,729,143,25.6,4.1,794.057,42.264,1252.246,3019.7
7,23,9,785,161,25,6.7,933.355,40.281,1489.57,3893.1
7,23,10,810,172,25.6,4.1,1001.169,47.114,1542.978,4291.1
7,23,11,767,195,25,5.7,966.142,42.705,1523.352,4462.5
7,23,12,769,183,23.9,5.7,895.51,40.289,1428.488,4413.5
7,23,13,755,164,24.4,6.2,765.565,37.669,1233.13,4055.5
7,23,14,710,173,24.4,6.2,613.089,34.896,989.006,3529.8
7,23,15,685,136,23.9,5.7,419.812,31.263,660.317,2706.3
7,23,16,607,109,22.2,5.2,222.938,25.927,317.367,1708.9
7,23,17,438,76,21.1,5.2,53.364,21.252,93.402,663
7,23,18,140,37,21.7,4.6,30.434,21.118,53.302,134.5
7,23,19,1,2,20.6,3.6,1.94,19.222,3.427,0
7,23,20,0,0,20.6,2.6,0,20.6,0,0
7,23,21,0,0,20.6,2.6,0,20.6,0,0
7,23,22,0,0,19.4,1,0,19.4,0,0
7,23,23,0,0,19.4,1,0,19.4,0,0
7,24,0,0,0,19.4,4.1,0,19.4,0,0
7,24,1,0,0,18.9,4.1,0,18.9,0,0
7,24,2,0,0,18.3,4.6,0,18.3,0,0
7,24,3,0,0,17.8,3.6,0,17.8,0,0
7,24,4,1,12,17.2,3.6,11.795,15.902,21.042,28.6
7,24,5,116,71,17.8,4.1,115.644,18.882,193.896,298.2
7,24,6,349,131,18.9,5.2,328.909,24.128,552.972,1006.2
7,24,7,501,188,20.6,5.2,570.622,30.784,947.301,2075.9
7,24,8,595,236,21.7,5.7,776.534,35.4,1268.041,3107.6
7,24,9,646,281,21.7,5.2,930.443,39.366,1491.88,3934.9
7,24,10,609,298,22.2,6.7,936.645,37.656,1515.157,4219
7,24,11,634,289,22.8,5.2,935.574,40.809,1489.508,4362.5
7,24,12,617,305,21.7,5.2,879.064,38.643,1414.137,4353.2
7,24,13,658,310,22.8,5.2,827.432,38.693,1327.022,4310.5
7,24,14,428,292,22.8,5.2,543.325,33.257,888.198,3058
7,24,15,524,213,22.2,5.7,417.194,29.395,671.354,2613.2
7,24,16,423,164,21.1,4.6,228.145,25.221,346.894,1610.3
7,24,17,244,104,20,4.1,79.535,20.785,139.511,645.4
7,24,18,22,44,19.4,3.1,38.29,18.92,67.741,167.8
7,24,19,0,1,18.9,3.1,0.97,17.402,1.728,0
7,24,20,0,0,18.9,3.1,0,18.9,0,0
7,24,21,0,0,18.3,2.6,0,18.3,0,0
7,24,22,0,0,18.3,1,0,18.3,0,0
7,24,23,0,0,17.8,2.1,0,17.8,0,0
7,25,0,0,0,17.8,2.1,0,17.8,0,0
7,25,1,0,0,17.8,1.5,0,17.8,0,0
7,25,2,0,0,18.3,1.5,0,18.3,0,0
7,25,3,0,0,17.8,1.5,0,17.8,0,0
7,25,4,7,14,17.2,2.1,14.678,15.699,25.556,41.9
7,25,5,27,51,17.8,2.1,60.35,17.607,104.887,214.1
7,25,6,482,105,18.9,1.5,375.658,28.078,616.248,1026.4
7,25,7,592,114,20,3.6,557.334,31.869,918.805,1935.8
7,25,8,660,169,21.7,3.6,763.312,38.421,1227.534,2976.4
7,25,9,633,229,22.8,5.2,866.018,39.243,1389.417,3650.6
7,25,10,303,277,23.3,5.2,608.854,35.061,997.69,2785.7
7,25,11,479,347,23.9,7.7,841.056,36.328,1369.511,4010.7
7,25,12,328,327,23.3,7.7,630.536,32.752,1044.508,3193.8
7,25,13,770,168,24.4,9.3,780.456,34.615,1276.232,4209.8
7,25,14,333,332,22.2,6.7,519.494,30.64,861.879,2907.9
7,25,15,272,273,25.6,7.2,361.108,30.931,587.541,2119.1
7,25,16,179,159,25.6,7.7,178.145,27.771,283.529,1082.4
7,25,17,369,96,23.9,7.2,68.674,24.224,118.55,688.6
7,25,18,100,45,23.3,5.2,36.404,22.927,63.225,161.8
7,25,19,2,0,21.7,7.2,0,21.7,0,0
7,25,20,0,0,20.6,6.2,0,20.6,0,0
7,25,21,0,0,20,5.2,0,20,0,0
7,25,22,0,0,20,5.2,0,20,0,0
7,25,23,0,0,18.9,4.6,0,18.9,0,0
7,26,0,0,0,18.9,3.6,0,18.9,0,0
7,26,1,0,0,18.9,5.2,0,18.9,0,0
7,26,2,0,0,18.9,5.2,0,18.9,0,0
7,26,3,0,0,18.3,3.1,0,18.3,0,0
7,26,4,15,9,18.3,3.1,11.088,16.932,18.104,19.9
7,26,5,104,65,18.9,2.6,104.756,19.875,174.875,269.7
7,26,6,2,79,20,3.1,76.697,20.521,134.608,356.2
7,26,7,266,181,22.8,4.6,388.181,29.599,649.189,1479
7,26,8,294,273,23.9,3.6,550.548,35.624,898.501,2265.7
7,26,9,655,234,24.4,4.6,891.861,42.187,1409.648,3706.1
7,26,10,418,342,25.6,4.1,791.306,42.761,1247.396,3487.8
7,26,11,726,200,25,5.7,935.005,41.866,1480.587,4342.2
7,26,12,795,234,26.1,6.7,972.275,42.187,1536.059,4747.9
7,26,13,676,180,27.8,6.2,717.771,40.39,1140.551,3760.3
7,26,14,764,125,28.3,7.7,601.522,37.275,957.135,3452.7
7,26,15,345,287,26.7,6.7,404.391,33.113,648.538,2373.3
7,26,16,157,208,25.6,6.7,211.506,28.592,341.12,1263.9
7,26,17,7,74,24.4,6.2,68.757,24.822,118.361,325.7
7,26,18,8,23,23.9,6.7,21.845,23.346,37.866,78.9
7,26,19,0,0,22.8,6.2,0,22.8,0,0
7,26,20,0,0,21.7,4.6,0,21.7,0,0
7,26,21,0,0,21.7,4.6,0,21.7,0,0
7,26,22,0,0,21.7,5.2,0,21.7,0,0
7,26,23,0,0,21.7,6.2,0,21.7,0,0
7,27,0,0,0,21.7,6.7,0,21.7,0,0
7,27,1,0,0,22.2,6.2,0,22.2,0,0
7,27,2,0,0,22.2,6.2,0,22.2,0,0
7,27,3,0,0,23.3,6.2,0,23.3,0,0
7,27,4,0,3,23.3,5.7,2.91,22.24,5.069,0
7,27,5,2,42,23.9,5.2,40.984,23.525,70.799,168.3
7,27,6,524,68,25.6,5.7,358.516,31.094,576.749,875.6
7,27,7,743,76,26.1,6.7,616.955,35.724,996.629,2048.3
7,27,8,815,91,27.8,8.2,798.476,39.189,1278.607,3056.4
7,27,9,696,178,28.3,7.7,870.755,41.42,1381.642,3609.9
7,27,10,642,231,29.4,7.2,900.633,43.642,1413.31,3931.9
7,27,11,765,191,30,7.7,959.099,44.575,1497.735,4393.3
7,27,12,874,134,29.4,8.2,936.346,43.118,1472.079,4560.3
7,27,13,843,139,28.9,8.8,809.201,40.208,1286.408,4257.9
7,27,14,818,132,28.3,6.7,641.323,38.864,1012.186,3646.7
7,27,15,641,140,28.3,8.8,401.189,33.664,623.784,2568.5
7,27,16,350,129,27.2,7.7,181.326,29.486,268.556,1274.6
7,27,17,84,118,25.6,7.7,97.7,26.378,166.955,575.4
7,27,18,36,40,25,5.2,35.081,24.683,60.429,148.3
7,27,19,6,2,23.9,7.2,1.94,23.018,3.367,0
7,27,20,0,0,23.3,5.7,0,23.3,0,0
7,27,21,0,0,21.7,5.2,0,21.7,0,0
7,27,22,0,0,20.6,5.2,0,20.6,0,0
7,27,23,0,0,20,5.2,0,20,0,0
7,28,0,0,0,18.9,5.2,0,18.9,0,0
7,28,1,0,0,18.3,4.1,0,18.3,0,0
7,28,2,0,0,17.8,3.6,0,17.8,0,0
7,28,3,0,0,17.2,4.1,0,17.2,0,0
7,28,4,1,6,16.7,3.1,5.977,15.175,10.641,0
7,28,5,87,54,17.8,3.1,86.288,18.252,144.935,223.3
7,28,6,248,139,20,2.6,285.22,25.734,478.033,915.6
7,28,7,437,193,20.6,1.5,529.994,34.921,862.515,1914.9
7,28,8,584,231,20.6,3.1,760.735,38.046,1225.92,3013.3
7,28,9,572,269,22.2,3.6,846.678,41.122,1345.541,3557
7,28,10,640,232,22.8,5.2,899.485,39.997,1438.011,4004
7,28,11,705,260,22.8,6.2,975.512,39.646,1562.238,4580.9
7,28,12,703,259,22.8,7.2,912.139,37.241,1477.532,4568.7
7,28,13,461,339,23.3,7.2,697.716,34.309,1144.195,3707.8
7,28,14,378,305,22.8,8.8,522.371,29.814,868.902,2963.2
7,28,15,100,209,21.1,7.2,233.444,24.346,396.5,1323.7
7,28,16,2,124,21.1,5.2,116.001,22.47,201.676,573.5
7,28,17,0,60,21.7,7.7,56.827,21.732,99.244,259.3
7,28,18,0,35,21.1,6.7,31.946,20.652,56.07,131.7
7,28,19,0,0,20.6,5.2,0,20.6,0,0
7,28,20,0,0,20,6.7,0,20,0,0
7,28,21,0,0,19.4,6.7,0,19.4,0,0
7,28,22,0,0,18.9,7.2,0,18.9,0,0
7,28,23,0,0,18.9,7.7,0,18.9,0,0
7,29,0,0,0,18.9,5.2,0,18.9,0,0
7,29,1,0,0,18.9,5.2,0,18.9,0,0
7,29,2,0,0,18.9,5.7,0,18.9,0,0
7,29,3,0,0,18.9,5.2,0,18.9,0,0
7,29,4,0,4,20,5.7,3.879,18.897,6.864,0
7,29,5,2,49,21.1,3.6,48.816,20.745,85.456,201.5
7,29,6,1,110,21.7,3.6,108.54,22.821,188.556,498.4
7,29,7,2,196,22.8,4.6,195.546,25.727,335.157,913.4
7,29,8,0,177,22.2,5.2,171.661,24.597,295.817,824.7
7,29,9,1,353,21.7,6.2,350.638,26.9,597.712,1686
7,29,10,91,487,23.3,5.2,590.311,33.922,972.751,2755.4
7,29,11,2,403,21.7,4.1,395.087,30.039,663.456,1916.6
7,29,12,12,354,20.6,5.7,351.979,26.387,601.438,1753.5
7,29,13,2,232,18.9,6.2,222.636,22.073,388.186,1121
7,29,14,2,158,16.7,5.2,151.118,18.659,267.618,762
7,29,15,9,248,16.7,7.2,233.402,19.501,411.247,1227.9
7,29,16,6,206,15.6,5.2,185.801,18.227,329.084,998.1
7,29,17,3,61,15.6,6.2,57.654,15.66,103.519,274.5
7,29,18,1,16,15,4.1,15.154,13.923,27.423,47.5
7,29,19,0,0,15,4.6,0,15,0,0
7,29,20,0,0,14.4,4.1,0,14.4,0,0
7,29,21,0,0,14.4,4.1,0,14.4,0,0
7,29,22,0,0,15,3.6,0,15,0,0
7,29,23,0,0,15,3.1,0,15,0,0
7,30,0,0,0,15.6,4.1,0,15.6,0,0
7,30,1,0,0,15.6,6.2,0,15.6,0,0
7,30,2,0,0,15.6,5.2,0,15.6,0,0
7,30,3,0,0,15.6,3.1,0,15.6,0,0
7,30,4,0,7,15.6,5.2,6.789,14.415,12.258,2.7
7,30,5,0,49,15.6,5.2,48.346,15.226,86.975,206.9
7,30,6,0,126,16.7,5.2,125.384,17.89,222.868,586.8
7,30,7,0,218,16.1,4.6,217.835,19.408,384.524,1046.5
7,30,8,0,312,18.3,5.2,311.956,23.355,540.712,1500.4
7,30,9,383,275,21.1,5.7,673.961,32.595,1117.549,2958.4
7,30,10,416,325,21.7,5.2,771.399,36.22,1256.799,3513.6
7,30,11,569,318,22.8,5.7,899.103,38.98,1444.719,4236.9
7,30,12,631,273,24.4,5.7,859.412,40.058,1372.585,4242.6
7,30,13,210,432,23.3,5.2,582.456,34.552,955.288,2999.3
7,30,14,185,381,22.8,3.1,470.008,33.732,770.732,2513.1
7,30,15,370,234,21.7,4.1,367.61,29.213,596.885,2230.5
7,30,16,501,143,21.7,3.6,222.812,26.119,327.504,1636.3
7,30,17,386,77,24.4,4.1,54.902,24.725,94.554,595.8
7,30,18,86,33,23.9,3.6,27.209,23.239,47.186,116.7
7,30,19,0,1,22.8,4.1,0.97,21.509,1.696,0
7,30,20,0,0,21.7,3.1,0,21.7,0,0
7,30,21,0,0,21.7,3.6,0,21.7,0,0
7,30,22,0,0,21.1,4.1,0,21.1,0,0
7,30,23,0,0,20.6,4.6,0,20.6,0,0
7,31,0,0,0,19.4,3.6,0,19.4,0,0
7,31,1,0,0,18.9,4.6,0,18.9,0,0
7,31,2,0,0,18.3,3.6,0,18.3,0,0
7,31,3,0,0,17.8,3.6,0,17.8,0,0
7,31,4,0,7,17.2,4.1,6.789,15.858,12.179,2.5
7,31,5,81,55,18.9,3.6,86.074,19.357,144.311,223.5
7,31,6,310,112,20.6,4.6,285.608,25.29,476.766,853.1
7,31,7,474,164,23.3,3.6,523.396,34.214,853.972,1857.5
7,31,8,576,206,25.6,4.1,725.883,40.723,1153.943,2823.2
7,31,9,641,236,26.7,2.6,879.377,48.183,1347.273,3555
7,31,10,676,254,27.2,4.1,957.259,47.686,1470.868,4103
7,31,11,689,262,26.7,4.1,960.925,47.414,1478.526,4340.1
7,31,12,688,261,27.8,4.1,899.208,47.245,1383.877,4277
7,31,13,671,249,28.9,4.1,777.478,45.739,1202.156,3938.9
7,31,14,621,234,28.3,4.6,608.536,40.854,953.991,3368.6
7,31,15,542,206,28.9,5.2,413.825,36.661,640.251,2525.8
7,31,16,399,181,27.8,4.1,235.295,32.441,348.984,1562.4
7,31,17,213,117,26.7,3.6,88.566,27.898,150.259,648.9
7,31,18,20,39,25.6,4.1,33.737,25.221,57.967,140
7,31,19,0,1,23.3,3.1,0.97,21.909,1.692,0
7,31,20,0,0,23.3,4.1,0,23.3,0,0
7,31,21,0,0,22.4,4,0,22.4,0,0
7,31,22,0,0,21.6,3.8,0,21.6,0,0
7,31,23,0,0,20.7,3.7,0,20.7,0,0
8,1,0,0,0,19.8,3.5,0,19.8,0,0
8,1,1,0,0,18.9,3.4,0,18.9,0,0
8,1,2,0,0,18.1,3.2,0,18.1,0,0
8,1,3,0,0,17.2,3.1,0,17.2,0,0
8,1,4,0,4,17.2,3.6,3.879,15.717,6.964,0
8,1,5,12,37,17.8,5.2,40.448,17.303,70.938,148.9
8,1,6,4,85,17.8,3.6,84.07,18.268,148.991,391.5
8,1,7,4,200,18.3,5.2,201.57,21.032,353.1,959.6
8,1,8,6,238,20,5.2,239.308,23.664,414.167,1151
8,1,9,605,233,21.1,5.7,841.948,35.516,1376.114,3617
8,1,10,214,357,21.7,5.7,594.923,32.507,987.141,2774
8,1,11,804,174,21.7,6.2,978.033,38.205,1577.621,4634
8,1,12,794,173,21.1,7.2,904.472,35.403,1478.311,4589.9
8,1,13,784,166,21.1,6.2,785.1,34.679,1282.992,4241.5
8,1,14,749,153,20.6,6.7,612.088,30.548,1006.527,3642.7
8,1,15,695,132,20.6,6.2,412.076,27.395,656.89,2747.3
8,1,16,590,105,19.4,5.2,206.624,22.759,294.663,1652.3
8,1,17,410,71,18.9,4.1,50.666,18.987,89.609,593.9
8,1,18,97,30,18.3,4.1,24.867,17.481,44.282,110.8
8,1,19,0,0,17.8,4.6,0,17.8,0,0
8,1,20,0,0,17.2,3.6,0,17.2,0,0
8,1,21,0,0,17.2,3.6,0,17.2,0,0
8,1,22,0,0,17.2,3.6,0,17.2,0,0
8,1,23,0,0,17.2,4.1,0,17.2,0,0
8,2,0,0,0,17.2,1.5,0,17.2,0,0
8,2,1,0,0,17.2,4.1,0,17.2,0,0
8,2,2,0,0,17.2,3.6,0,17.2,0,0
8,2,3,0,0,16.7,3.1,0,16.7,0,0
8,2,4,3,7,16.7,2.6,7.267,15.177,12.734,4.1
8,2,5,178,50,17.2,4.1,113.212,18.209,183.892,201.2
8,2,6,376,99,18.9,3.6,311.565,24.72,519.616,868.9
8,2,7,603,127,21.1,3.1,575.854,33.828,939.961,1988.9
8,2,8,705,146,22.8,3.6,773.046,39.749,1234.565,2980.7
8,2,9,730,153,23.9,5.2,869.184,40.424,1386.066,3631.6
8,2,10,795,170,24.4,5.2,980.738,43.159,1542.809,4297.8
8,2,11,562,312,25.6,5.7,885.321,41.841,1402.087,4117.2
8,2,12,392,312,24.4,5.7,678.852,36.805,1102.182,3397.6
8,2,13,447,300,26.1,6.2,648.031,37.112,1047.777,3411.8
8,2,14,282,341,25,6.2,493.386,33.303,808.459,2722.4
8,2,15,86,161,21.7,14.4,184.444,23.153,314.419,1048.1
8,2,16,83,172,21.1,7.2,169.224,22.979,284.755,968.7
8,2,17,15,99,21.1,5.2,87.736,21.828,153.156,452
8,2,18,2,29,20.6,5.7,26.778,20.048,47.13,105.7
8,2,19,0,0,20.6,6.2,0,20.6,0,0
8,2,20,0,0,20.6,6.2,0,20.6,0,0
8,2,21,0,0,20.6,4.6,0,20.6,0,0
8,2,22,0,0,20.6,4.6,0,20.6,0,0
8,2,23,0,0,20,4.1,0,20,0,0
8,3,0,0,0,20,4.1,0,20,0,0
8,3,1,0,0,20,3.6,0,20,0,0
8,3,2,0,0,20,3.1,0,20,0,0
8,3,3,0,0,20.6,3.6,0,20.6,0,0
8,3,4,0,3,20.6,4.1,2.91,19.296,5.139,0
8,3,5,6,42,20.6,4.6,42.827,20.158,74.768,169.8
8,3,6,244,117,22.8,4.1,257.326,27.101,427.277,792.6
8,3,7,464,168,24.4,5.7,519.957,33.087,853.015,1853.9
8,3,8,568,211,26.7,5.2,723.733,40.136,1153.909,2822.7
8,3,9,538,276,27.8,5.7,820.841,42.566,1294.876,3424.1
8,3,10,253,411,27.8,5.2,691.177,41.091,1098.885,3090.5
8,3,11,457,349,28.9,4.1,820.276,46.228,1269.995,3728.8
8,3,12,397,462,27.2,6.7,826.669,40.794,1315.661,4026.2
8,3,13,377,393,26.7,6.2,678.576,38.425,1090.635,3500.5
8,3,14,443,295,24.4,6.2,551.006,33.722,897.733,3119.6
8,3,15,490,208,25,6.7,390.893,31.105,622.233,2454.4
8,3,16,340,172,23.3,6.7,213.399,26.269,328.2,1454.7
8,3,17,202,99,22.8,4.6,76.128,23.47,131.882,569.2
8,3,18,2,27,22.8,4.6,25.11,22.173,43.763,95.7
8,3,19,0,0,22.8,4.1,0,22.8,0,0
8,3,20,0,0,22.8,3.1,0,22.8,0,0
8,3,21,0,0,21.7,2.6,0,21.7,0,0
8,3,22,0,0,21.7,4.1,0,21.7,0,0
8,3,23,0,0,21.1,4.6,0,21.1,0,0
8,4,0,0,0,21.7,3.6,0,21.7,0,0
8,4,1,0,0,21.1,3.6,0,21.1,0,0
8,4,2,0,0,21.7,4.1,0,21.7,0,0
8,4,3,0,0,21.7,4.1,0,21.7,0,0
8,4,4,0,3,22.2,5.2,2.91,21.094,5.096,0
8,4,5,4,45,23.3,5.2,45.775,23.004,79.095,179.7
8,4,6,30,83,24.4,7.2,98.408,25.066,167.842,398.5
8,4,7,299,237,26.1,6.7,473.73,33.076,779.141,1788.4
8,4,8,488,224,27.8,6.7,670.331,38.455,1077.994,2645.2
8,4,9,404,355,28.9,6.7,769.129,41.41,1220.554,3260.1
8,4,10,246,412,30,7.2,685.366,40.771,1091.42,3069
8,4,11,182,430,30,7.7,618.606,39.233,992.777,2903.2
8,4,12,280,386,31.1,7.2,644.736,41.098,1024.565,3134.1
8,4,13,4,397,29.4,7.2,381.551,35.251,624.618,1845.8
8,4,14,11,224,28.9,7.2,218.412,31.895,363.212,1062.5
8,4,15,6,246,28.3,6.7,230.064,31.439,383.355,1142.4
8,4,16,1,165,28.3,6.7,150.448,30.139,252.414,742.6
8,4,17,14,75,27.2,6.7,68.958,27.58,117.169,329.1
8,4,18,1,24,26.7,6.2,22.583,26.189,38.626,80.5
8,4,19,0,0,25.6,5.7,0,25.6,0,0
8,4,20,0,0,25,6.2,0,25,0,0
8,4,21,0,0,24.4,5.7,0,24.4,0,0
8,4,22,0,0,23.9,6.7,0,23.9,0,0
8,4,23,0,0,23.9,6.7,0,23.9,0,0
8,5,0,0,0,23.3,5.7,0,23.3,0,0
8,5,1,0,0,23.3,6.2,0,23.3,0,0
8,5,2,0,0,23.3,6.2,0,23.3,0,0
8,5,3,0,0,23.9,6.2,0,23.9,0,0
8,5,4,0,1,23.9,7.2,0.97,22.99,1.684,0
8,5,5,1,35,24.4,6.7,33.834,23.976,58.38,134.7
8,5,6,34,113,24.4,6.7,133.932,25.669,228.087,542.7
8,5,7,14,181,26.1,6.7,188.714,28.418,319.144,858.8
8,5,8,16,258,26.7,7.2,268.985,30.253,451.16,1245.5
8,5,9,42,333,26.1,7.2,381.612,31.505,636.27,1760.9
8,5,10,6,317,27.8,7.7,316.007,32.123,525.336,1498
8,5,11,10,358,27.2,8.2,358.335,31.898,596.352,1721.2
