Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC Solar Output (W)
3,13,11,885,71,11.7,5.2,843.59,27.868,1428.225,1440
3,13,12,736,124,12.8,8.2,722.724,23.08,1248.553,1348.5
3,13,13,8,262,11.7,8.8,257.657,14.902,464.035,458
3,13,14,104,191,12.8,7.2,235.793,15.707,418.029,468.1
3,13,15,198,163,11.7,7.7,207.17,14.013,354.868,465.7
3,13,16,94,80,11.1,7.2,75.03,11.393,130.141,181.1
3,13,17,3,21,10.6,6.7,19.812,9.845,36.505,25.3
3,13,18,0,0,8.9,6.2,0,8.9,0,0
3,13,19,0,0,8.9,4.6,0,8.9,0,0
3,13,20,0,0,5.6,5.2,0,5.6,0,0
3,13,21,0,0,4.4,2.6,0,4.4,0,0
3,13,22,0,0,4.4,2.6,0,4.4,0,0
3,13,23,0,0,4.4,2.1,0,4.4,0,0
3,14,0,0,0,5,2.1,0,5,0,0
3,14,1,0,0,3.9,5.2,0,3.9,0,0
3,14,2,0,0,3.9,7.2,0,3.9,0,0
3,14,3,0,0,3.3,7.2,0,3.3,0,0
3,14,4,0,0,2.8,8.2,0,2.8,0,0
3,14,5,0,0,1.7,7.7,0,1.7,0,0
3,14,6,6,22,0.6,7.2,23.032,-0.185,43.781,29.1
3,14,7,148,100,0,7.7,197.725,1.893,371.05,272
3,14,8,650,102,1.7,7.2,600.446,10.223,1094.505,857.6
3,14,9,682,174,2.2,7.2,775.838,13.913,1399.911,1230.5
3,14,10,557,288,2.2,9.8,817.8,12.379,1488.24,1407.1
3,14,11,345,268,0,9.8,589.488,7.227,1097.302,1096
3,14,12,434,285,0.6,8.8,651.526,9.09,1200.905,1273.3
3,14,13,146,244,0,10.3,340.719,3.754,641.418,690.6
3,14,14,220,228,0,11.3,328.615,3.189,611.55,717.2
3,14,15,145,181,-1.1,11.3,207.946,0.661,383.241,481.9
3,14,16,425,61,-1.1,11.3,75.118,-0.962,110.038,334
3,14,17,42,18,-1.1,11.3,15.268,-1.736,29.561,29
3,14,18,0,0,-1.7,11.3,0,-1.7,0,0
3,14,19,0,0,-2.8,11.8,0,-2.8,0,0
3,14,20,0,0,-3.9,12.4,0,-3.9,0,0
3,14,21,0,0,-3.9,11.8,0,-3.9,0,0
3,14,22,0,0,-4.4,10.3,0,-4.4,0,0
3,14,23,0,0,-3.9,12.4,0,-3.9,0,0
3,15,0,0,0,-3.9,11.8,0,-3.9,0,0
3,15,1,0,0,-3.9,8.8,0,-3.9,0,0
3,15,2,0,0,-3.3,8.8,0,-3.3,0,0
3,15,3,0,0,-3.3,7.7,0,-3.3,0,0
3,15,4,0,0,-2.8,6.2,0,-2.8,0,0
3,15,5,0,0,-2.2,6.2,0,-2.2,0,0
3,15,6,234,26,-2.8,5.7,134.127,-1.708,239.206,82
3,15,7,602,53,1.1,5.7,413.38,7.467,746.366,465.3
3,15,8,765,73,3.3,6.2,647.823,13.766,1161.842,905
3,15,9,848,88,5.6,6.2,814.339,19.248,1433.786,1251.5
3,15,10,889,98,7.2,7.2,895.193,21.055,1565.624,1476.1
3,15,11,908,103,8.3,5.7,904.591,24.674,1555.219,1564.6
3,15,12,902,102,10.6,6.2,831.259,24.89,1423.889,1533.4
3,15,13,884,97,11.7,6.7,697.01,23.007,1192.928,1401.3
3,15,14,822,96,11.7,6.7,508.561,19.747,856.416,1154.2
3,15,15,706,88,11.7,7.2,287.979,15.683,447.396,788.6
3,15,16,420,71,11.1,7.2,84.044,11.62,120.253,328.6
3,15,17,18,21,9.4,4.1,19.668,8.4,36.469,27.5
3,15,18,0,0,8.3,6.7,0,8.3,0,0
3,15,19,0,0,7.8,7.7,0,7.8,0,0
3,15,20,0,0,7.8,7.7,0,7.8,0,0
3,15,21,0,0,7.8,7.2,0,7.8,0,0
3,15,22,0,0,6.7,7.2,0,6.7,0,0
3,15,23,0,0,5.6,6.2,0,5.6,0,0
3,16,0,0,0,5,5.7,0,5,0,0
3,16,1,0,0,5,6.7,0,5,0,0
3,16,2,0,0,5,4.1,0,5,0,0
3,16,3,0,0,4.4,4.1,0,4.4,0,0
3,16,4,0,0,3.9,3.6,0,3.9,0,0
3,16,5,0,0,3.9,3.6,0,3.9,0,0
3,16,6,10,30,4.4,4.1,35.79,3.526,66.928,44.8
3,16,7,6,87,6.7,4.1,89.736,7.117,167.092,146
3,16,8,8,114,8.3,4.6,116.526,9.365,215.036,195.4
3,16,9,7,234,9.4,4.6,240.462,13.084,436.718,408.9
3,16,10,7,258,10,4.6,261.762,14.357,472.731,449.6
3,16,11,7,304,11.1,3.1,306.149,17.441,545.262,526.4
3,16,12,3,288,9.4,5.2,282.976,13.945,511.986,498.8
3,16,13,3,245,7.8,7.7,237.441,10.585,436.007,426.9
3,16,14,3,139,7.2,8.8,133.538,8.253,247.614,236.3
3,16,15,1,151,5.6,5.7,141.196,7.027,263.271,259.3
3,16,16,0,87,4.4,7.7,79.122,4.629,149.119,145.1
3,16,17,0,24,1.1,9.8,22.447,0.5,43.055,31.9
3,16,18,0,0,1.1,7.2,0,1.1,0,0
3,16,19,0,0,0.6,7.2,0,0.6,0,0
3,16,20,0,0,-0.6,9.3,0,-0.6,0,0
3,16,21,0,0,-1.1,8.8,0,-1.1,0,0
3,16,22,0,0,-1.7,9.8,0,-1.7,0,0
3,16,23,0,0,-2.8,9.8,0,-2.8,0,0
3,17,0,0,0,-3.9,9.3,0,-3.9,0,0
3,17,1,0,0,-4.4,10.3,0,-4.4,0,0
3,17,2,0,0,-5,10.3,0,-5,0,0
3,17,3,0,0,-6.1,11.3,0,-6.1,0,0
3,17,4,0,0,-6.7,8.2,0,-6.7,0,0
3,17,5,3,1,-6.7,9.8,1.756,-7.611,3.137,0
3,17,6,342,26,-6.7,9.8,175.328,-5.398,315.038,103.2
3,17,7,650,57,-4.4,11.3,449.993,0.098,839.715,526.2
3,17,8,751,108,-3.3,11.8,687.809,3.923,1289.341,1010.3
3,17,9,837,118,-1.7,11.3,845.59,7.75,1567.786,1369
3,17,10,911,114,0.6,11.8,944.939,11.01,1729.58,1627.9
3,17,11,951,99,2.2,11.3,943.059,12.986,1710.543,1720.7
3,17,12,976,77,3.3,11.8,868.605,12.916,1571.684,1698.3
3,17,13,958,72,4.4,12.4,725.442,12.067,1304.696,1543.1
3,17,14,918,64,5,11.3,528.928,10.798,925.011,1260.2
3,17,15,842,52,5,10.8,300.869,8.098,473.572,869.1
3,17,16,681,37,4.4,10.3,79.134,4.68,91.114,404.2
3,17,17,263,19,3.9,7.7,14.17,3.084,26.882,55.2
3,17,18,0,0,2.8,5.7,0,2.8,0,0
3,17,19,0,0,1.7,6.2,0,1.7,0,0
3,17,20,0,0,1.7,9.3,0,1.7,0,0
3,17,21,0,0,-2.2,10.8,0,-2.2,0,0
3,17,22,0,0,-3.3,10.8,0,-3.3,0,0
3,17,23,0,0,-4.4,10.3,0,-4.4,0,0
3,18,0,0,0,-5,12.9,0,-5,0,0
3,18,1,0,0,-6.1,10.8,0,-6.1,0,0
3,18,2,0,0,-6.1,11.8,0,-6.1,0,0
3,18,3,0,0,-6.7,12.4,0,-6.7,0,0
3,18,4,0,0,-6.7,13.4,0,-6.7,0,0
3,18,5,0,1,-6.1,12.4,0.97,-6.884,1.918,0
3,18,6,167,34,-5.6,12.9,118.459,-5.119,218.337,89.7
3,18,7,520,72,-4.4,12.4,399.082,-0.771,750.007,481
3,18,8,693,101,-2.8,13.9,640.202,3.126,1204.564,943.3
3,18,9,781,122,-1.7,11.8,810.232,7.035,1507.181,1315.6
3,18,10,828,136,0,10.3,898.751,10.847,1646.445,1550.9
3,18,11,848,142,0.6,11.3,908.312,10.932,1662.917,1671.5
3,18,12,845,141,1.7,11.8,837.858,10.927,1530.339,1647.1
3,18,13,820,133,2.8,9.3,698.603,11.805,1260.167,1474.4
3,18,14,765,118,2.8,10.3,505.864,8.671,898.99,1202.5
3,18,15,661,94,2.2,11.3,284.337,4.972,467.763,807.7
3,18,16,456,64,1.7,10.3,83.154,2.009,118.498,355.1
3,18,17,85,26,1.1,9.3,21.699,0.472,41.625,48.1
3,18,18,0,0,0.6,9.3,0,0.6,0,0
3,18,19,0,0,-0.6,8.2,0,-0.6,0,0
3,18,20,0,0,-1.1,6.7,0,-1.1,0,0
3,18,21,0,0,-1.7,6.7,0,-1.7,0,0
3,18,22,0,0,-2.8,5.2,0,-2.8,0,0
3,18,23,0,0,-3.3,5.7,0,-3.3,0,0
3,19,0,0,0,-3.9,4.1,0,-3.9,0,0
3,19,1,0,0,-4.4,5.2,0,-4.4,0,0
3,19,2,0,0,-5.6,4.6,0,-5.6,0,0
3,19,3,0,0,-5.6,4.1,0,-5.6,0,0
3,19,4,0,0,-6.1,4.1,0,-6.1,0,0
3,19,5,0,1,-6.1,5.7,0.97,-7.434,1.922,0
3,19,6,167,37,-5.6,5.2,122.737,-4.698,226.532,96.6
3,19,7,511,75,-3.9,5.2,399.375,2.531,740.903,480.4
3,19,8,683,105,-2.2,6.2,640.101,8.089,1179.307,929.1
3,19,9,772,127,-1.7,4.1,811.157,15.786,1451.884,1273.9
3,19,10,818,141,0,4.1,897.889,19.702,1580.808,1491.4
3,19,11,839,148,1.7,3.1,909.181,24.078,1568.174,1572.7
3,19,12,832,147,0,6.2,835.701,14.32,1503.803,1612.3
3,19,13,775,161,0.6,5.7,698.974,13.146,1254.472,1457.8
3,19,14,523,191,0.6,6.7,453.045,7.655,817.012,1039.4
3,19,15,506,130,0.6,7.7,271.292,4.015,461.141,731.5
3,19,16,317,80,0,5.7,87.37,0.61,139.071,314.9
3,19,17,47,28,-1.1,7.2,24.484,-1.797,47.416,46.9
3,19,18,0,0,-1.7,6.2,0,-1.7,0,0
3,19,19,0,0,-1.1,6.2,0,-1.1,0,0
3,19,20,0,0,-3.3,5.2,0,-3.3,0,0
3,19,21,0,0,-2.2,3.6,0,-2.2,0,0
3,19,22,0,0,-2.2,3.1,0,-2.2,0,0
3,19,23,0,0,-2.2,3.1,0,-2.2,0,0
3,20,0,0,0,-2.2,3.6,0,-2.2,0,0
3,20,1,0,0,-2.2,1,0,-2.2,0,0
3,20,2,0,0,-2.2,1.5,0,-2.2,0,0
3,20,3,0,0,-2.8,3.6,0,-2.8,0,0
3,20,4,0,0,-3.3,2.1,0,-3.3,0,0
3,20,5,2,1,-3.3,2.6,1.497,-5.29,2.714,0
3,20,6,223,38,-1.7,2.1,145.689,0.196,261.668,107.6
3,20,7,467,80,-0.6,2.1,381.568,8.39,691.327,455.6
3,20,8,489,141,1.7,2.1,536.206,15.634,956.704,770.6
3,20,9,74,248,1.1,3.1,322.649,8.644,597.264,549.7
3,20,10,35,277,2.2,2.1,317.288,10.018,584.078,555.4
3,20,11,216,343,3.3,4.1,551.732,14.449,995.424,985.5
3,20,12,400,274,3.3,6.2,618.682,13.436,1119.263,1182.8
3,20,13,59,317,2.2,6.7,350.494,7.478,651.364,674.5
3,20,14,4,215,1.7,7.7,205.744,4.032,388.557,384
3,20,15,7,104,1.7,7.2,100.344,2.332,190.265,181.6
3,20,16,6,83,1.1,4.1,76.77,1.33,146.189,141.9
3,20,17,16,34,0.6,5.2,29.979,-0.152,57.66,53.3
3,20,18,0,0,0,4.1,0,0,0,0
3,20,19,0,0,-0.6,3.6,0,-0.6,0,0
3,20,20,0,0,0,3.6,0,0,0,0
3,20,21,0,0,0.6,2.1,0,0.6,0,0
3,20,22,0,0,0,4.1,0,0,0,0
3,20,23,0,0,-0.6,4.6,0,-0.6,0,0
3,21,0,0,0,0,5.7,0,0,0,0
3,21,1,0,0,0,6.2,0,0,0,0
3,21,2,0,0,-0.6,5.7,0,-0.6,0,0
3,21,3,0,0,-0.6,4.6,0,-0.6,0,0
3,21,4,0,0,-0.6,5.2,0,-0.6,0,0
3,21,5,0,3,-1.1,5.2,2.91,-2.456,5.65,0
3,21,6,2,35,-0.6,6.2,34.855,-1.29,67.197,52.5
3,21,7,1,101,0,6.2,101.306,0.505,194.271,173
3,21,8,7,145,0.6,5.7,147.974,2.078,281.845,258.5
3,21,9,7,266,1.7,5.7,273.935,5.548,514.214,482.3
3,21,10,4,174,2.2,5.7,172.203,4.372,324.896,306.4
3,21,11,6,183,2.8,6.2,182.027,4.892,342.66,325.9
3,21,12,4,189,2.2,7.2,185.041,4.148,349.435,334.6
3,21,13,1,344,3.9,7.7,332.419,8.005,617.412,615.2
3,21,14,1,254,3.9,7.7,240.818,6.757,449.673,449
3,21,15,1,191,5,5.2,176.948,7.37,329.47,332.6
3,21,16,1,99,4.4,5.2,89.592,4.979,168.507,166.7
3,21,17,0,30,3.3,6.7,27.585,2.641,52.431,42.4
3,21,18,0,0,3.3,4.1,0,3.3,0,0
3,21,19,0,0,3.3,6.7,0,3.3,0,0
3,21,20,0,0,2.8,6.7,0,2.8,0,0
3,21,21,0,0,3.3,5.7,0,3.3,0,0
3,21,22,0,0,3.3,6.2,0,3.3,0,0
3,21,23,0,0,2.8,5.2,0,2.8,0,0
3,22,0,0,0,2.8,6.2,0,2.8,0,0
3,22,1,0,0,2.2,5.7,0,2.2,0,0
3,22,2,0,0,2.2,4.1,0,2.2,0,0
3,22,3,0,0,1.7,4.6,0,1.7,0,0
3,22,4,0,0,1.1,4.6,0,1.1,0,0
3,22,5,1,3,0.6,4.6,3.175,-0.856,6.012,0
3,22,6,156,46,1.7,6.7,123.502,2.521,222.645,107.7
3,22,7,483,83,3.3,6.2,397.894,9.074,719.573,474.5
3,22,8,642,119,5,6.2,633.101,15.201,1131.433,897.7
3,22,9,696,144,5.6,5.2,773.757,20.032,1359.028,1194
3,22,10,776,159,5,7.2,891.975,18.746,1577.65,1486.5
3,22,11,761,166,5.6,7.2,870.058,19.127,1535.855,1541.3
3,22,12,790,165,5,7.7,828.837,17.285,1472.314,1577.9
3,22,13,726,196,5.6,6.7,704.969,16.99,1245.24,1435.5
3,22,14,670,176,5,6.7,518.972,13.176,910.956,1174.3
3,22,15,611,108,4.4,6.2,286.977,8.759,471.232,778.7
3,22,16,418,73,3.9,5.7,91.38,4.624,133.663,348.3
3,22,17,75,30,3.3,5.2,24.858,2.486,47.28,53.1
3,22,18,0,0,2.8,4.6,0,2.8,0,0
3,22,19,0,0,2.2,4.1,0,2.2,0,0
3,22,20,0,0,2.2,0.5,0,2.2,0,0
3,22,21,0,0,2.2,5.7,0,2.2,0,0
3,22,22,0,0,1.7,3.1,0,1.7,0,0
3,22,23,0,0,1.7,4.6,0,1.7,0,0
3,23,0,0,0,1.1,5.2,0,1.1,0,0
3,23,1,0,0,0.6,6.2,0,0.6,0,0
3,23,2,0,0,1.1,4.1,0,1.1,0,0
3,23,3,0,0,1.1,4.1,0,1.1,0,0
3,23,4,0,0,0.6,2.6,0,0.6,0,0
3,23,5,0,2,0,1.5,1.94,-2.345,3.765,0
3,23,6,1,25,0,0,24.09,-3.535,46.913,34.4
3,23,7,2,116,2.2,2.1,118.28,3.418,224.011,199.2
3,23,8,49,234,4.4,3.1,290.027,9.989,533.459,472.2
3,23,9,216,308,5.6,4.6,523.983,15.412,940.981,852.2
3,23,10,215,295,5,5.7,510.095,13.695,923.54,876.4
3,23,11,443,314,5.6,5.2,742,19.234,1309.739,1306.3
3,23,12,499,290,5.6,5.2,718.184,19.143,1266.244,1337.1
3,23,13,94,293,5,5.7,350.652,11.068,640.919,668
3,23,14,325,252,5,6.2,410.213,11.285,735.89,883.4
3,23,15,224,184,4.4,6.2,237.439,7.763,419.478,544.9
3,23,16,210,95,3.3,5.2,96.354,4.1,162.325,280.3
3,23,17,21,40,2.2,3.1,34.458,1.41,65.84,64
3,23,18,0,0,1.7,3.6,0,1.7,0,0
3,23,19,0,0,1.1,2.6,0,1.1,0,0
3,23,20,0,0,1.1,2.1,0,1.1,0,0
3,23,21,0,0,1.7,1.5,0,1.7,0,0
3,23,22,0,0,1.1,2.1,0,1.1,0,0
3,23,23,0,0,1.1,1.5,0,1.1,0,0
3,24,0,0,0,1.7,2.1,0,1.7,0,0
3,24,1,0,0,1.1,2.1,0,1.1,0,0
3,24,2,0,0,0.6,1,0,0.6,0,0
3,24,3,0,0,1.1,2.6,0,1.1,0,0
3,24,4,0,0,0.6,2.1,0,0.6,0,0
3,24,5,29,4,0,2.6,11.603,-1.658,19.222,0
3,24,6,444,30,1.1,2.1,226.597,5.307,392.387,142.4
3,24,7,720,48,2.2,3.1,497.913,13.138,881.644,563.6
3,24,8,841,64,4.4,2.1,713.524,23.282,1228.063,972
3,24,9,896,76,5,4.1,861.036,23.666,1486.883,1303.9
3,24,10,935,84,5.6,4.6,945.716,25.039,1624.602,1530.6
3,24,11,897,93,7.2,4.6,906.734,25.995,1550.245,1554.6
3,24,12,879,85,9.4,5.2,814.853,25.047,1396.163,1496.5
3,24,13,828,112,7.2,5.2,693.496,20.39,1204.55,1401.2
3,24,14,715,144,6.7,5.7,514.094,15.715,890.438,1160.1
3,24,15,628,125,5,5.2,310.251,10.369,509.636,820.9
3,24,16,338,94,4.4,5.2,103.75,5.465,162.928,347.6
3,24,17,38,32,3.3,3.6,27.742,2.413,52.782,51.3
3,24,18,0,0,3.9,2.1,0,3.9,0,0
3,24,19,0,0,3.3,2.1,0,3.3,0,0
3,24,20,0,0,4.4,2.6,0,4.4,0,0
3,24,21,0,0,5,3.1,0,5,0,0
3,24,22,0,0,4.4,3.6,0,4.4,0,0
3,24,23,0,0,5,3.6,0,5,0,0
3,25,0,0,0,4.4,3.6,0,4.4,0,0
3,25,1,0,0,4.4,4.1,0,4.4,0,0
3,25,2,0,0,3.3,4.6,0,3.3,0,0
3,25,3,0,0,2.8,3.1,0,2.8,0,0
3,25,4,0,0,2.2,3.6,0,2.2,0,0
3,25,5,8,5,1.1,3.1,6.985,-0.582,12.572,0
3,25,6,65,67,1.7,2.6,110.465,2.589,205.131,128.5
3,25,7,255,147,4.4,3.1,329.908,10.939,597.056,437.9
3,25,8,228,144,5.6,5.7,338.738,10.907,618.686,510.8
3,25,9,3,206,5,5.7,205.493,7.887,381.865,358.4
3,25,10,38,332,4.4,5.2,379.84,10.614,697.426,663.9
3,25,11,2,224,2.8,6.7,219.203,5.639,411.334,393.3
3,25,12,10,181,1.7,6.7,182.057,3.736,344.373,330.4
3,25,13,6,151,1.7,7.2,148.264,3.065,281.197,268.5
3,25,14,8,236,2.2,6.7,227.394,4.906,427.679,426
3,25,15,5,185,2.2,6.2,173.031,4.203,326.209,328.2
3,25,16,1,106,1.7,5.2,95.803,2.378,182.203,180.9
3,25,17,1,30,1.7,4.1,27.805,0.837,53.256,42.6
3,25,18,0,0,1.7,3.6,0,1.7,0,0
3,25,19,0,0,1.7,2.1,0,1.7,0,0
3,25,20,0,0,1.7,2.1,0,1.7,0,0
3,25,21,0,0,1.1,2.6,0,1.1,0,0
3,25,22,0,0,1.1,2.1,0,1.1,0,0
3,25,23,0,0,1.1,2.1,0,1.1,0,0
3,26,0,0,0,0,3.6,0,0,0,0
3,26,1,0,0,0,3.1,0,0,0,0
3,26,2,0,0,0,5.7,0,0,0,0
3,26,3,0,0,1.1,3.6,0,1.1,0,0
3,26,4,0,0,0.6,4.6,0,0.6,0,0
3,26,5,0,5,0.6,4.1,4.849,-0.926,9.357,0
3,26,6,57,54,1.1,3.6,87.808,1.374,163.557,102.6
3,26,7,292,134,2.2,4.1,336.671,8.149,615.984,444.8
3,26,8,446,200,5,2.6,580.154,18.908,1021.792,838
3,26,9,564,246,6.1,4.1,776.982,22.675,1349.05,1198.7
3,26,10,648,258,9.4,2.6,887.677,31.874,1476.432,1395.3
3,26,11,574,255,9.4,4.6,800.628,25.937,1369.816,1368.2
3,26,12,521,302,8.3,6.7,751.328,20.441,1317.052,1389.8
3,26,13,497,279,8.9,6.7,630.392,18.996,1106.6,1247.5
3,26,14,519,214,8.9,6.2,479.069,16.756,832.947,1042.4
3,26,15,349,181,10.6,3.6,274.411,16.398,458.55,638.2
3,26,16,224,108,10.6,8.2,109.189,11.411,178.694,303.3
3,26,17,30,32,7.8,7.7,28.953,7.258,53.952,47.8
3,26,18,0,0,7.2,8.2,0,7.2,0,0
3,26,19,0,0,6.1,7.7,0,6.1,0,0
3,26,20,0,0,4.4,6.7,0,4.4,0,0
3,26,21,0,0,3.9,7.2,0,3.9,0,0
3,26,22,0,0,3.3,5.7,0,3.3,0,0
3,26,23,0,0,2.8,6.2,0,2.8,0,0
3,27,0,0,0,2.2,6.7,0,2.2,0,0
3,27,1,0,0,2.2,4.6,0,2.2,0,0
3,27,2,0,0,2.2,4.6,0,2.2,0,0
3,27,3,0,0,2.8,6.7,0,2.8,0,0
3,27,4,0,0,2.8,5.2,0,2.8,0,0
3,27,5,1,0,2.8,3.1,0.268,0.971,0.404,0
3,27,6,0,27,3.3,3.1,25.59,2.028,48.767,36.7
3,27,7,2,53,3.3,2.6,51.513,2.703,97.826,84.1
3,27,8,8,135,3.9,5.2,137.58,5.202,258.57,237.1
3,27,9,5,191,5,6.7,191.387,7.114,356.841,334.4
3,27,10,1,203,5,6.7,198.438,7.292,369.718,350
3,27,11,3,222,5.6,8.2,217.984,7.895,405.068,387.1
3,27,12,1,204,5,8.8,197.106,6.908,367.844,352.4
3,27,13,1,198,5,8.2,189.977,6.882,354.568,341.5
3,27,14,1,150,5.6,9.8,142.868,6.651,266.879,254.6
3,27,15,1,205,6.1,6.7,189.465,8.195,351.522,355.3
3,27,16,0,97,7.2,6.7,88.662,7.689,164.907,159.2
3,27,17,12,15,6.1,6.7,14.365,5.237,27.002,16.4
3,27,18,0,0,5.6,4.6,0,5.6,0,0
3,27,19,0,0,6.1,4.6,0,6.1,0,0
3,27,20,0,0,5.6,4.6,0,5.6,0,0
3,27,21,0,0,5,4.6,0,5,0,0
3,27,22,0,0,3.9,2.6,0,3.9,0,0
3,27,23,0,0,3.9,4.1,0,3.9,0,0
3,28,0,0,0,3.3,5.7,0,3.3,0,0
3,28,1,0,0,2.8,5.2,0,2.8,0,0
3,28,2,0,0,2.2,4.1,0,2.2,0,0
3,28,3,0,0,1.7,5.2,0,1.7,0,0
3,28,4,0,0,1.1,3.6,0,1.1,0,0
3,28,5,10,8,0.6,3.6,10.45,-0.948,19.059,3.6
3,28,6,301,47,1.7,2.6,193.581,4.786,343.122,151
3,28,7,540,98,4.4,2.1,460.048,15.596,810.896,550.2
3,28,8,630,161,4.4,3.1,682.935,20.297,1194.466,966.1
3,28,9,775,143,5.6,4.1,854.185,24.051,1473.287,1296.6
3,28,10,810,160,5.6,4.6,932.252,24.754,1604.117,1512
3,28,11,792,206,7.2,4.6,951.902,26.884,1621.266,1620.3
3,28,12,788,209,9.4,5.2,882.793,26.406,1504.285,1598.5
3,28,13,614,263,8.3,6.2,698.469,20.26,1218.26,1379.4
3,28,14,644,170,8.3,5.7,506.575,17.194,875.323,1119.8
3,28,15,553,144,7.8,5.7,306.808,12.789,506.132,779.9
3,28,16,332,110,8.3,3.6,119.025,10.096,186.906,367.5
3,28,17,53,32,10,6.2,27.943,9.4,51.585,49.9
3,28,18,0,0,8.9,5.2,0,8.9,0,0
3,28,19,0,0,8.9,6.2,0,8.9,0,0
3,28,20,0,0,7.8,5.2,0,7.8,0,0
3,28,21,0,0,7.8,7.2,0,7.8,0,0
3,28,22,0,0,7.2,6.2,0,7.2,0,0
3,28,23,0,0,6.1,4.1,0,6.1,0,0
3,29,0,0,0,6.1,4.1,0,6.1,0,0
3,29,1,0,0,6.7,7.2,0,6.7,0,0
3,29,2,0,0,6.7,8.2,0,6.7,0,0
3,29,3,0,0,7.2,8.8,0,7.2,0,0
3,29,4,0,0,7.2,7.7,0,7.2,0,0
3,29,5,0,8,6.7,6.7,7.759,5.63,14.56,3.2
3,29,6,0,44,7.2,7.7,42.446,6.762,79.266,65.5
3,29,7,4,110,8.3,9.8,111.154,8.854,205.578,183.6
3,29,8,5,190,10,9.3,193.372,11.741,353.277,325.4
3,29,9,82,348,12.8,8.8,443.489,18.185,786.977,723.5
3,29,10,11,248,16.7,8.8,253.313,19.671,446.596,424.2
3,29,11,126,321,20.6,8.8,449.207,26.206,768.027,756.2
3,29,12,799,144,23.9,8.2,823.984,35.453,1343.754,1435.8
3,29,13,825,134,25,10.3,721.668,33.938,1176.871,1364
3,29,14,656,177,25,9.8,520.614,31.545,841.523,1076.8
3,29,15,558,126,25,7.7,293.994,29.072,447.68,703.9
3,29,16,395,88,23.9,7.7,107.135,24.9,148.221,337.8
3,29,17,78,42,21.1,8.2,35.443,20.8,62.165,65.5
3,29,18,0,1,20,8.2,0.97,19.119,1.714,0
3,29,19,0,0,18.9,7.2,0,18.9,0,0
3,29,20,0,0,18.3,6.2,0,18.3,0,0
3,29,21,0,0,18.3,8.2,0,18.3,0,0
3,29,22,0,0,18.3,8.8,0,18.3,0,0
3,29,23,0,0,17.8,8.2,0,17.8,0,0
3,30,0,0,0,17.2,6.7,0,17.2,0,0
3,30,1,0,0,16.1,8.2,0,16.1,0,0
3,30,2,0,0,15,6.7,0,15,0,0
3,30,3,0,0,13.9,5.7,0,13.9,0,0
3,30,4,0,0,13.3,5.7,0,13.3,0,0
3,30,5,21,14,12.2,6.2,21.65,11.362,37.427,12.3
3,30,6,451,38,12.8,6.2,251.169,15.977,420.568,167.6
3,30,7,215,117,14.4,7.2,271.314,17.879,476.473,348.3
3,30,8,512,176,18.3,8.8,609.657,26.132,1038.45,842
3,30,9,770,110,20,8.2,813.01,31.479,1353.63,1186.6
3,30,10,850,122,21.1,11.3,932.103,31.933,1549.875,1458.2
3,30,11,610,221,22.2,12.4,805.868,31.025,1345.796,1346.7
3,30,12,461,287,20.6,11.3,689.907,28.534,1164.68,1229.2
3,30,13,205,368,18.9,8.2,506.759,25.967,864.546,930.2
3,30,14,13,207,18.3,9.8,202.788,20.454,355.701,351.3
3,30,15,10,154,17.2,9.3,147.138,18.452,259.961,256.7
3,30,16,2,68,15,11.3,64.31,15.056,115.59,104.2
3,30,17,0,16,13.3,9.3,15.151,12.634,27.575,15.9
3,30,18,0,0,12.2,8.8,0,12.2,0,0
3,30,19,0,0,12.2,8.2,0,12.2,0,0
3,30,20,0,0,13.3,8.2,0,13.3,0,0
3,30,21,0,0,13.3,6.2,0,13.3,0,0
3,30,22,0,0,12.8,6.2,0,12.8,0,0
3,30,23,0,0,12.8,7.2,0,12.8,0,0
3,31,0,0,0,12.8,7.2,0,12.8,0,0
3,31,1,0,0,13.3,6.2,0,13.3,0,0
3,31,2,0,0,13.3,8.2,0,13.3,0,0
3,31,3,0,0,12.8,8.8,0,12.8,0,0
3,31,4,0,0,12.8,6.2,0,12.8,0,0
3,31,5,1,10,12.8,7.2,9.741,11.859,17.685,5.9
3,31,6,60,65,13.9,9.3,101.879,14.367,180.057,117.5
3,31,7,168,145,13.9,9.8,267.532,16.573,473.91,363
3,31,8,555,151,16.7,9.3,615.905,24.317,1057.892,852.1
3,31,9,1,241,16.7,9.8,239.557,19.391,422.898,397.4
3,31,10,783,157,19.4,10.3,910.415,30.264,1526.208,1436.6
3,31,11,114,355,18.9,8.8,474.576,25.361,814.692,801.8
3,31,12,649,199,19.4,8.2,760.998,29.995,1275.118,1357.5
3,31,13,641,197,21.1,8.2,657.88,30.463,1093.079,1251.8
3,31,14,301,199,20,7.7,351.303,24.997,591.972,710.4
3,31,15,157,162,20,6.7,199.707,22.647,333.417,411.9
3,31,16,323,95,19.4,5.2,107.451,20.525,157.967,322.7
3,31,17,146,31,18.3,5.2,23.668,17.652,42.115,55.8
3,31,18,0,1,10.6,4.1,0.97,9.072,1.793,0
3,31,19,0,0,11.7,4.6,0,11.7,0,0
3,31,20,0,0,12.2,6.2,0,12.2,0,0
