AREA_m2,BUILDING,SURFACE,TYPE,Xcoor,Xdir,Ycoor,Ydir,Zcoor,Zdir,orientation
10.6205707526,Z0006,srf0,walls,681351.757329,-0.999942180015,245998.248408,0.0107534471983,210.043547365,-0.0,west
5.31028537628,Z0006,srf1,walls,681351.757329,-0.999942180015,245998.248408,0.0107534471983,209.481047365,-0.0,west
5.31028537627,Z0006,srf2,walls,681351.858847,-0.999942180015,246007.68837,0.0107534471983,208.356047365,-0.0,west
10.6205707525,Z0006,srf3,walls,681351.833467,-0.999942180015,246005.32838,0.0107534471983,208.356047365,-0.0,west
5.31028537628,Z0006,srf4,walls,681351.909606,-0.999942180015,246012.408351,0.0107534471983,210.606047365,-0.0,west
10.6205707526,Z0006,srf5,walls,681351.909606,-0.999942180015,246012.408351,0.0107534471983,210.043547365,-0.0,west
10.6205707525,Z0006,srf6,walls,681351.833467,-0.999942180015,246005.32838,0.0107534471983,211.731047365,-0.0,west
5.31028537627,Z0006,srf7,walls,681351.858847,-0.999942180015,246007.68837,0.0107534471983,211.731047365,-0.0,west
17.4990971802,Z0006,srf8,walls,681402.866286,-0.995361341586,246011.566588,0.0962070666627,210.043547365,-0.0,west
8.74954859011,Z0006,srf9,walls,681402.866286,-0.995361341586,246011.566588,0.0962070666627,209.481047365,-0.0,west
8.7495485901,Z0006,srf10,walls,681404.362763,-0.995361341586,246027.049188,0.0962070666627,208.356047365,-0.0,west
17.4990971802,Z0006,srf11,walls,681403.988644,-0.995361341586,246023.178538,0.0962070666627,208.356047365,-0.0,west
8.74954859008,Z0006,srf12,walls,681405.111002,-0.995361341586,246034.790488,0.0962070666627,210.606047365,-0.0,west
17.4990971802,Z0006,srf13,walls,681405.111002,-0.995361341586,246034.790488,0.0962070666627,210.043547365,-0.0,west
17.4990971802,Z0006,srf14,walls,681403.988644,-0.995361341586,246023.178538,0.0962070666627,211.731047365,-0.0,west
8.7495485901,Z0006,srf15,walls,681404.362763,-0.995361341586,246027.049188,0.0962070666627,211.731047365,-0.0,west
10.6205707526,Z0006,srf16,walls,681351.757329,-0.999942180015,245998.248408,0.0107534471983,214.543547365,-0.0,west
5.31028537628,Z0006,srf17,walls,681351.757329,-0.999942180015,245998.248408,0.0107534471983,213.981047365,-0.0,west
5.31028537627,Z0006,srf18,walls,681351.858847,-0.999942180015,246007.68837,0.0107534471983,212.856047365,-0.0,west
10.6205707525,Z0006,srf19,walls,681351.833467,-0.999942180015,246005.32838,0.0107534471983,212.856047365,-0.0,west
5.31028537628,Z0006,srf20,walls,681351.909606,-0.999942180015,246012.408351,0.0107534471983,215.106047365,-0.0,west
10.6205707526,Z0006,srf21,walls,681351.909606,-0.999942180015,246012.408351,0.0107534471983,214.543547365,-0.0,west
10.6205707525,Z0006,srf22,walls,681351.833467,-0.999942180015,246005.32838,0.0107534471983,216.231047365,-0.0,west
5.31028537627,Z0006,srf23,walls,681351.858847,-0.999942180015,246007.68837,0.0107534471983,216.231047365,-0.0,west
17.4990971802,Z0006,srf24,walls,681402.866286,-0.995361341586,246011.566588,0.0962070666627,214.543547365,-0.0,west
8.74954859011,Z0006,srf25,walls,681402.866286,-0.995361341586,246011.566588,0.0962070666627,213.981047365,-0.0,west
8.7495485901,Z0006,srf26,walls,681404.362763,-0.995361341586,246027.049188,0.0962070666627,212.856047365,-0.0,west
17.4990971802,Z0006,srf27,walls,681403.988644,-0.995361341586,246023.178538,0.0962070666627,212.856047365,-0.0,west
8.74954859008,Z0006,srf28,walls,681405.111002,-0.995361341586,246034.790488,0.0962070666627,215.106047365,-0.0,west
17.4990971802,Z0006,srf29,walls,681405.111002,-0.995361341586,246034.790488,0.0962070666627,214.543547365,-0.0,west
17.4990971802,Z0006,srf30,walls,681403.988644,-0.995361341586,246023.178538,0.0962070666627,216.231047365,-0.0,west
8.7495485901,Z0006,srf31,walls,681404.362763,-0.995361341586,246027.049188,0.0962070666627,216.231047365,-0.0,west
10.6205707526,Z0006,srf32,walls,681351.757329,-0.999942180015,245998.248408,0.0107534471983,219.043547365,-0.0,west
5.31028537628,Z0006,srf33,walls,681351.757329,-0.999942180015,245998.248408,0.0107534471983,218.481047365,-0.0,west
5.31028537627,Z0006,srf34,walls,681351.858847,-0.999942180015,246007.68837,0.0107534471983,217.356047365,-0.0,west
10.6205707525,Z0006,srf35,walls,681351.833467,-0.999942180015,246005.32838,0.0107534471983,217.356047365,-0.0,west
5.31028537628,Z0006,srf36,walls,681351.909606,-0.999942180015,246012.408351,0.0107534471983,219.606047365,-0.0,west
10.6205707526,Z0006,srf37,walls,681351.909606,-0.999942180015,246012.408351,0.0107534471983,219.043547365,-0.0,west
10.6205707525,Z0006,srf38,walls,681351.833467,-0.999942180015,246005.32838,0.0107534471983,220.731047365,-0.0,west
5.31028537627,Z0006,srf39,walls,681351.858847,-0.999942180015,246007.68837,0.0107534471983,220.731047365,-0.0,west
17.4990971802,Z0006,srf40,walls,681402.866286,-0.995361341586,246011.566588,0.0962070666627,219.043547365,-0.0,west
8.74954859011,Z0006,srf41,walls,681402.866286,-0.995361341586,246011.566588,0.0962070666627,218.481047365,-0.0,west
8.7495485901,Z0006,srf42,walls,681404.362763,-0.995361341586,246027.049188,0.0962070666627,217.356047365,-0.0,west
17.4990971802,Z0006,srf43,walls,681403.988644,-0.995361341586,246023.178538,0.0962070666627,217.356047365,-0.0,west
8.74954859008,Z0006,srf44,walls,681405.111002,-0.995361341586,246034.790488,0.0962070666627,219.606047365,-0.0,west
17.4990971802,Z0006,srf45,walls,681405.111002,-0.995361341586,246034.790488,0.0962070666627,219.043547365,-0.0,west
17.4990971802,Z0006,srf46,walls,681403.988644,-0.995361341586,246023.178538,0.0962070666627,220.731047365,-0.0,west
8.7495485901,Z0006,srf47,walls,681404.362763,-0.995361341586,246027.049188,0.0962070666627,220.731047365,-0.0,west
24.1012218059,Z0006,srf48,walls,681423.893409,0.995622981535,246032.194734,-0.0934605726475,210.043547365,-0.0,east
12.050610903,Z0006,srf49,walls,681423.893409,0.995622981535,246032.194734,-0.0934605726475,209.481047365,-0.0,east
12.050610903,Z0006,srf50,walls,681421.891174,0.995622981535,246010.865196,-0.0934605726475,208.356047365,-0.0,east
24.1012218059,Z0006,srf51,walls,681422.391733,0.995622981535,246016.19758,-0.0934605726475,208.356047365,-0.0,east
12.050610903,Z0006,srf52,walls,681420.890057,0.995622981535,246000.200427,-0.0934605726475,210.606047365,-0.0,east
24.101221806,Z0006,srf53,walls,681420.890057,0.995622981535,246000.200427,-0.0934605726475,210.043547365,-0.0,east
24.1012218059,Z0006,srf54,walls,681422.391733,0.995622981535,246016.19758,-0.0934605726475,211.731047365,-0.0,east
12.050610903,Z0006,srf55,walls,681421.891174,0.995622981535,246010.865196,-0.0934605726475,211.731047365,-0.0,east
3.52482901272,Z0006,srf56,walls,681394.739589,0.998413497256,246013.258501,-0.0563070910034,210.043547365,-0.0,east
1.76241450636,Z0006,srf57,walls,681394.739589,0.998413497256,246013.258501,-0.0563070910034,209.481047365,-0.0,east
1.76241450635,Z0006,srf58,walls,681394.563168,0.998413497256,246010.13029,-0.0563070910034,208.356047365,-0.0,east
3.52482901269,Z0006,srf59,walls,681394.607273,0.998413497256,246010.912343,-0.0563070910034,208.356047365,-0.0,east
1.76241450632,Z0006,srf60,walls,681394.474958,0.998413497256,246008.566185,-0.0563070910034,210.606047365,-0.0,east
3.52482901264,Z0006,srf61,walls,681394.474958,0.998413497256,246008.566185,-0.0563070910034,210.043547365,-0.0,east
3.52482901269,Z0006,srf62,walls,681394.607273,0.998413497256,246010.912343,-0.0563070910034,211.731047365,-0.0,east
1.76241450635,Z0006,srf63,walls,681394.563168,0.998413497256,246010.13029,-0.0563070910034,211.731047365,-0.0,east
24.1012218059,Z0006,srf64,walls,681423.893409,0.995622981535,246032.194734,-0.0934605726475,214.543547365,-0.0,east
12.050610903,Z0006,srf65,walls,681423.893409,0.995622981535,246032.194734,-0.0934605726475,213.981047365,-0.0,east
12.050610903,Z0006,srf66,walls,681421.891174,0.995622981535,246010.865196,-0.0934605726475,212.856047365,-0.0,east
24.1012218059,Z0006,srf67,walls,681422.391733,0.995622981535,246016.19758,-0.0934605726475,212.856047365,-0.0,east
12.050610903,Z0006,srf68,walls,681420.890057,0.995622981535,246000.200427,-0.0934605726475,215.106047365,-0.0,east
24.101221806,Z0006,srf69,walls,681420.890057,0.995622981535,246000.200427,-0.0934605726475,214.543547365,-0.0,east
24.1012218059,Z0006,srf70,walls,681422.391733,0.995622981535,246016.19758,-0.0934605726475,216.231047365,-0.0,east
12.050610903,Z0006,srf71,walls,681421.891174,0.995622981535,246010.865196,-0.0934605726475,216.231047365,-0.0,east
3.52482901272,Z0006,srf72,walls,681394.739589,0.998413497256,246013.258501,-0.0563070910034,214.543547365,-0.0,east
1.76241450636,Z0006,srf73,walls,681394.739589,0.998413497256,246013.258501,-0.0563070910034,213.981047365,-0.0,east
1.76241450635,Z0006,srf74,walls,681394.563168,0.998413497256,246010.13029,-0.0563070910034,212.856047365,-0.0,east
3.52482901269,Z0006,srf75,walls,681394.607273,0.998413497256,246010.912343,-0.0563070910034,212.856047365,-0.0,east
