AREA_m2,BUILDING,SURFACE,TYPE,Xcoor,Xdir,Ycoor,Ydir,Zcoor,Zdir,orientation
16.1750770038,Z0004,srf0,walls,680782.177489,-0.849362706049,245995.416135,-0.527809618681,195.870274762,0.0,west
8.08753850192,Z0004,srf1,walls,680782.177489,-0.849362706049,245995.416135,-0.527809618681,195.401524762,0.0,west
8.08753850185,Z0004,srf2,walls,680773.070971,-0.849362706049,246010.070543,-0.527809618681,194.464024762,0.0,west
16.1750770038,Z0004,srf3,walls,680775.3476,-0.849362706049,246006.406941,-0.527809618681,194.464024762,0.0,west
8.08753850192,Z0004,srf4,walls,680768.517711,-0.849362706049,246017.397747,-0.527809618681,196.339024762,0.0,west
16.1750770038,Z0004,srf5,walls,680768.517711,-0.849362706049,246017.397747,-0.527809618681,195.870274762,0.0,west
16.1750770038,Z0004,srf6,walls,680775.3476,-0.849362706049,246006.406941,-0.527809618681,197.276524762,0.0,west
8.08753850185,Z0004,srf7,walls,680773.070971,-0.849362706049,246010.070543,-0.527809618681,197.276524762,0.0,west
7.12117582854,Z0004,srf8,walls,680770.364761,-0.846506634208,246025.830897,-0.532378172206,195.870274762,0.0,west
3.56058791427,Z0004,srf9,walls,680770.364761,-0.846506634208,246025.830897,-0.532378172206,195.401524762,0.0,west
3.56058791426,Z0004,srf10,walls,680766.320858,-0.846506634208,246032.260895,-0.532378172206,194.464024762,0.0,west
7.12117582853,Z0004,srf11,walls,680767.331834,-0.846506634208,246030.653396,-0.532378172206,194.464024762,0.0,west
3.56058791427,Z0004,srf12,walls,680764.298907,-0.846506634208,246035.475894,-0.532378172206,196.339024762,0.0,west
7.12117582854,Z0004,srf13,walls,680764.298907,-0.846506634208,246035.475894,-0.532378172206,195.870274762,0.0,west
7.12117582853,Z0004,srf14,walls,680767.331834,-0.846506634208,246030.653396,-0.532378172206,197.276524762,0.0,west
3.56058791426,Z0004,srf15,walls,680766.320858,-0.846506634208,246032.260895,-0.532378172206,197.276524762,0.0,west
16.1429407216,Z0004,srf16,walls,680755.340569,-0.85209922382,246037.276171,-0.523380275483,195.870274762,0.0,west
8.07147036078,Z0004,srf17,walls,680755.340569,-0.85209922382,246037.276171,-0.523380275483,195.401524762,0.0,west
8.07147036073,Z0004,srf18,walls,680746.328412,-0.85209922382,246051.948584,-0.523380275483,194.464024762,0.0,west
16.1429407215,Z0004,srf19,walls,680748.581451,-0.85209922382,246048.28048,-0.523380275483,194.464024762,0.0,west
8.07147036078,Z0004,srf20,walls,680741.822334,-0.85209922382,246059.28479,-0.523380275483,196.339024762,0.0,west
16.1429407216,Z0004,srf21,walls,680741.822334,-0.85209922382,246059.28479,-0.523380275483,195.870274762,0.0,west
