Name,Af_m2,Aroof_m2,GFA_m2,people0,Qhs_sen_ahu_MWhyr,Qcs_lat_sys_MWhyr,Qcs_sys_MWhyr,Qhs_sys_MWhyr,Qhs_dis_ls0_kW,Qhs_lat_sys_MWhyr,OIL_hs0_kW,Epro_MWhyr,QH_sys_MWhyr,Qhs_sen_ahu0_kW,Qcs0_kW,WOOD_hs_MWhyr,Qcs_dis_ls0_kW,GRID0_kW,GRID_MWhyr,Edata0_kW,Qcdata_MWhyr,Edata_MWhyr,Qcs_em_ls_MWhyr,Qhs_lat_aru_MWhyr,E_sys_MWhyr,E_cdata0_kW,PV_MWhyr,Qww_sys_MWhyr,QH_sys0_kW,Qhs_sys_aru0_kW,E_cre0_kW,Qcs_lat_sys0_kW,OIL_ww0_kW,Eal0_kW,Qhs_sen_sys0_kW,DH_hs_MWhyr,Qcre_sys_MWhyr,COAL_ww0_kW,Qcs_sen_scu_MWhyr,Qcs_em_ls0_kW,Qcdata0_kW,Qhs_sys_shu0_kW,Qcs_sys_aru0_kW,Qcs_lat_aru0_kW,Qcs_sen_scu0_kW,Qcs_lat_ahu0_kW,Qcre0_kW,Qhs_lat_sys0_kW,Qcs_lat_aru_MWhyr,SOLAR_hs_MWhyr,COAL_ww_MWhyr,Qcs_sys_ahu_MWhyr,Qhs_sys0_kW,Qcs_sys_scu0_kW,SOLAR_ww_MWhyr,DC_cdata_MWhyr,Qcs_MWhyr,Qcs_sys_ahu0_kW,Qhs_sys_ahu_MWhyr,OIL_hs_MWhyr,OIL_ww_MWhyr,E_cs_MWhyr,NG_ww_MWhyr,Qhs_sen_aru0_kW,Qhs_lat_ahu_MWhyr,PV0_kW,Qcs_sys0_kW,Qcs_lat_ahu_MWhyr,Eaux0_kW,DC_cre_MWhyr,Qhs_sys_aru_MWhyr,Qcs_dis_ls_MWhyr,Qhpro_sys_MWhyr,Epro0_kW,Qcre_sys0_kW,Qcs_sen_ahu_MWhyr,E_sys0_kW,E_cdata_MWhyr,Eaux_MWhyr,SOLAR_hs0_kW,Qcs_sen_sys_MWhyr,SOLAR_ww0_kW,COAL_hs_MWhyr,E_ww_MWhyr,Qcs_sys_scu_MWhyr,Qcs_sen_ahu0_kW,Qhs_lat_ahu0_kW,QC_sys_MWhyr,Qcs_sen_aru0_kW,Qcs_sen_sys0_kW,COAL_hs0_kW,Qhs_sen_sys_MWhyr,E_hs0_kW,DH_ww0_kW,DH_ww_MWhyr,Qhs_dis_ls_MWhyr,WOOD_ww0_kW,E_ww0_kW,Qww0_kW,Qhs_lat_aru0_kW,Qhs_sys_shu_MWhyr,Qhs_sys_ahu0_kW,Qcdata_sys_MWhyr,Qww_sys0_kW,Qcs_sen_aru_MWhyr,NG_hs0_kW,NG_hs_MWhyr,Qhs_sen_aru_MWhyr,WOOD_hs0_kW,E_cre_MWhyr,NG_ww0_kW,E_cs0_kW,DC_cre0_kW,Qhs_sen_shu_MWhyr,DC_cs_MWhyr,DC_cs0_kW,Qcdata_sys0_kW,Qhs_MWhyr,WOOD_ww_MWhyr,Qhpro_sys0_kW,Qhs_sen_shu0_kW,DH_hs0_kW,DC_cdata0_kW,Qcre_MWhyr,Eal_MWhyr,Qhs_em_ls0_kW,E_hs_MWhyr,Qww_MWhyr,Qhs0_kW,QC_sys0_kW,Qcs_sys_aru_MWhyr,Qhs_em_ls_MWhyr
Z0390,1114.978,272.061,1359.730,34.000,0.000,0.000,0.000,87.168,1.418,0.000,58.075,0.000,115.139,0.000,0.000,0.000,0.000,19.590,71.108,0.000,0.000,0.000,0.000,,71.108,0.000,0.000,27.971,50.759,0.000,0.000,0.000,11.687,19.580,41.631,0.000,0.000,0.000,0.000,0.000,0.000,46.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.460,0.000,0.000,0.000,0.000,0.000,0.000,108.960,34.964,0.000,0.000,0.000,,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.590,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,75.362,0.000,0.000,0.000,2.425,0.000,0.000,7.756,,87.168,0.000,0.000,9.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.362,0.000,0.000,0.000,75.362,0.000,0.000,41.631,0.000,0.000,0.000,71.069,3.569,0.000,22.547,41.631,0.000,0.000,9.381
Z0391,927.366,282.753,1130.934,28.000,0.000,0.000,0.000,73.676,1.439,0.000,47.163,0.000,97.751,0.000,0.000,0.000,0.000,16.295,59.147,0.000,0.000,0.000,0.000,,59.147,0.000,0.000,24.075,41.503,0.000,0.000,0.000,10.009,16.285,33.544,0.000,0.000,0.000,0.000,0.000,0.000,37.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.731,0.000,0.000,0.000,0.000,0.000,0.000,92.095,30.094,0.000,0.000,0.000,,0.000,0.000,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.295,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,63.172,0.000,0.000,0.000,2.558,0.000,0.000,6.451,,73.676,0.000,0.000,8.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.172,0.000,0.000,0.000,63.172,0.000,0.000,33.544,0.000,0.000,0.000,59.111,2.903,0.000,18.753,33.544,0.000,0.000,7.946
Z0392,1122.621,273.828,1369.049,34.000,0.000,0.000,0.000,90.957,1.400,0.000,58.117,0.000,119.051,0.000,0.000,0.000,0.000,19.724,71.596,0.000,0.000,0.000,0.000,,71.596,0.000,0.000,28.094,50.789,0.000,0.000,0.000,11.722,19.714,41.679,0.000,0.000,0.000,0.000,0.000,0.000,46.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.494,0.000,0.000,0.000,0.000,0.000,0.000,113.696,35.118,0.000,0.000,0.000,,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.724,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,78.588,0.000,0.000,0.000,2.493,0.000,0.000,7.809,,90.957,0.000,0.000,9.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.588,0.000,0.000,0.000,78.588,0.000,0.000,41.679,0.000,0.000,0.000,71.556,3.614,0.000,22.701,41.679,0.000,0.000,9.876
Z0394,1139.120,277.834,1389.170,35.000,0.000,0.000,0.000,88.116,1.421,0.000,58.175,0.000,116.576,0.000,0.000,0.000,0.000,20.014,72.647,0.000,0.000,0.000,0.000,,72.647,0.000,0.000,28.460,50.946,0.000,0.000,0.000,11.895,20.004,41.703,0.000,0.000,0.000,0.000,0.000,0.000,46.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.540,0.000,0.000,0.000,0.000,0.000,0.000,110.145,35.575,0.000,0.000,0.000,,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.014,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,76.170,0.000,0.000,0.000,2.451,0.000,0.000,7.924,,88.116,0.000,0.000,9.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.170,0.000,0.000,0.000,76.170,0.000,0.000,41.703,0.000,0.000,0.000,72.608,3.597,0.000,23.035,41.703,0.000,0.000,9.495
Z0395,1097.298,267.634,1338.168,33.000,0.000,0.000,0.000,88.260,1.382,0.000,56.932,0.000,115.791,0.000,0.000,0.000,0.000,19.280,69.981,0.000,0.000,0.000,0.000,,69.981,0.000,0.000,27.531,49.817,0.000,0.000,0.000,11.484,19.270,40.819,0.000,0.000,0.000,0.000,0.000,0.000,45.545,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.545,0.000,0.000,0.000,0.000,0.000,0.000,110.325,34.414,0.000,0.000,0.000,,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.280,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,76.252,0.000,0.000,0.000,2.438,0.000,0.000,7.633,,88.260,0.000,0.000,9.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.252,0.000,0.000,0.000,76.252,0.000,0.000,40.819,0.000,0.000,0.000,69.942,3.519,0.000,22.189,40.819,0.000,0.000,9.569
Z0409,1245.552,384.455,1471.815,26.000,0.000,0.000,0.000,77.414,1.136,0.000,52.742,0.000,99.178,0.000,0.000,0.000,0.000,21.225,77.041,0.000,0.000,0.000,0.000,,77.041,0.000,0.000,21.763,44.421,0.000,0.000,0.000,8.789,21.217,37.949,0.000,0.000,0.000,0.000,0.000,0.000,42.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.194,0.000,0.000,0.000,0.000,0.000,0.000,96.768,27.204,0.000,0.000,0.000,,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.225,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,67.165,0.000,0.000,0.000,1.900,0.000,0.000,5.945,,77.414,0.000,0.000,7.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.165,0.000,0.000,0.000,67.165,0.000,0.000,37.949,0.000,0.000,0.000,77.012,3.228,0.000,17.282,37.949,0.000,0.000,8.350
Z0419,1262.405,374.377,1485.183,25.000,0.000,0.000,0.000,77.762,1.129,0.000,53.015,0.000,98.699,0.000,0.000,0.000,0.000,21.421,77.753,0.000,0.000,0.000,0.000,,77.753,0.000,0.000,20.938,44.547,0.000,0.000,0.000,8.402,21.413,38.157,0.000,0.000,0.000,0.000,0.000,0.000,42.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.412,0.000,0.000,0.000,0.000,0.000,0.000,97.202,26.172,0.000,0.000,0.000,,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.421,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,67.486,0.000,0.000,0.000,1.887,0.000,0.000,5.648,,77.762,0.000,0.000,6.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.486,0.000,0.000,0.000,67.486,0.000,0.000,38.157,0.000,0.000,0.000,77.723,3.236,0.000,16.418,38.157,0.000,0.000,8.388
Z0420,1309.012,374.679,1540.014,26.000,0.000,0.000,0.000,78.202,1.194,0.000,54.492,0.000,99.925,0.000,0.000,0.000,0.000,22.212,80.622,0.000,0.000,0.000,0.000,,80.622,0.000,0.000,21.723,45.813,0.000,0.000,0.000,8.744,22.204,39.189,0.000,0.000,0.000,0.000,0.000,0.000,43.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.593,0.000,0.000,0.000,0.000,0.000,0.000,97.752,27.154,0.000,0.000,0.000,,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.212,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,67.858,0.000,0.000,0.000,1.953,0.000,0.000,5.856,,78.202,0.000,0.000,6.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.858,0.000,0.000,0.000,67.858,0.000,0.000,39.189,0.000,0.000,0.000,80.593,3.318,0.000,17.024,39.189,0.000,0.000,8.391
Z0433,15487.577,2489.167,17430.153,1316.000,0.000,64.034,228.409,1044.097,5.289,0.000,818.918,0.000,1192.218,0.000,0.000,0.000,0.000,472.928,1343.309,0.000,0.000,0.000,-36.172,,1308.497,0.000,0.000,148.121,660.218,0.000,0.000,246.322,68.996,361.560,597.661,0.000,0.000,0.000,0.000,0.000,0.000,655.134,0.000,0.000,0.000,0.000,0.000,0.000,-59.554,0.000,0.000,-9.193,655.134,0.000,0.000,0.000,-191.880,0.000,0.000,1305.122,185.151,34.812,0.000,0.000,,0.000,627.639,-4.479,0.296,0.000,0.000,-0.358,0.000,0.000,0.000,-3.492,361.856,0.000,0.319,0.000,-127.846,0.000,0.000,0.000,0.000,0.000,,228.409,0.000,0.000,0.000,914.248,0.000,0.000,0.000,7.713,0.000,0.000,50.993,,1044.097,0.000,0.000,55.196,-124.354,0.000,0.000,0.000,0.000,0.000,0.000,111.125,0.000,914.248,0.000,0.000,0.000,914.248,0.000,0.000,597.661,0.000,0.000,0.000,1308.178,55.191,0.000,129.336,597.661,627.639,-219.217,122.137
Z0436,962.207,201.465,1173.424,29.000,0.000,0.000,0.000,86.762,0.939,0.000,52.437,0.000,110.456,0.000,0.000,0.000,0.000,16.906,61.367,0.000,0.000,0.000,0.000,,61.367,0.000,0.000,23.694,45.431,0.000,0.000,0.000,9.772,16.897,37.905,0.000,0.000,0.000,0.000,0.000,0.000,41.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.949,0.000,0.000,0.000,0.000,0.000,0.000,108.453,29.617,0.000,0.000,0.000,,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.906,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,75.396,0.000,0.000,0.000,1.763,0.000,0.000,6.693,,86.762,0.000,0.000,7.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.396,0.000,0.000,0.000,75.396,0.000,0.000,37.905,0.000,0.000,0.000,61.331,3.336,0.000,19.458,37.905,0.000,0.000,9.603
Z0437,1041.133,211.612,1269.674,32.000,0.000,0.000,0.000,86.409,1.115,0.000,54.652,0.000,112.303,0.000,0.000,0.000,0.000,18.293,66.400,0.000,0.000,0.000,0.000,,66.400,0.000,0.000,25.894,47.631,0.000,0.000,0.000,10.744,18.283,39.381,0.000,0.000,0.000,0.000,0.000,0.000,43.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.722,0.000,0.000,0.000,0.000,0.000,0.000,108.011,32.367,0.000,0.000,0.000,,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.293,0.000,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,74.970,0.000,0.000,0.000,2.004,0.000,0.000,7.242,,86.409,0.000,0.000,8.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,74.970,0.000,0.000,0.000,74.970,0.000,0.000,39.381,0.000,0.000,0.000,66.362,3.437,0.000,21.054,39.381,0.000,0.000,9.435
Z0438,1263.322,256.773,1540.636,39.000,0.000,0.000,0.000,84.592,1.089,0.000,60.285,0.000,114.682,0.000,0.000,0.000,0.000,22.195,80.558,0.000,0.000,0.000,0.000,,80.558,0.000,0.000,30.090,51.368,0.000,0.000,0.000,12.543,22.185,43.570,0.000,0.000,0.000,0.000,0.000,0.000,48.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.228,0.000,0.000,0.000,0.000,0.000,0.000,105.740,37.613,0.000,0.000,0.000,,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.195,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,73.721,0.000,0.000,0.000,1.741,0.000,0.000,8.788,,84.592,0.000,0.000,10.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,73.721,0.000,0.000,0.000,73.721,0.000,0.000,43.570,0.000,0.000,0.000,80.525,3.753,0.000,25.547,43.570,0.000,0.000,9.131
Z0441,13692.081,2182.589,16179.051,413.000,0.000,0.000,0.000,886.283,4.283,0.000,560.806,0.000,1123.562,0.000,0.000,0.000,0.000,200.292,732.779,0.000,0.000,0.000,0.000,,732.779,0.000,0.000,237.279,476.045,0.000,0.000,0.000,81.427,200.255,410.717,0.000,0.000,0.000,0.000,0.000,0.000,448.645,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,448.645,0.000,0.000,0.000,0.000,0.000,0.000,1107.854,296.599,0.000,0.000,0.000,,0.000,0.000,0.000,0.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,200.292,0.000,0.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,780.477,0.000,0.000,0.000,7.684,0.000,0.000,61.964,,886.283,0.000,0.000,65.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,780.477,0.000,0.000,0.000,780.477,0.000,0.000,410.717,0.000,0.000,0.000,732.428,35.480,0.000,225.119,410.717,0.000,0.000,98.122
Z0443,3673.252,884.862,4413.211,143.000,0.000,0.000,0.000,275.332,2.226,0.000,182.166,0.000,347.142,0.000,0.000,0.000,0.000,68.583,255.967,0.000,0.000,0.000,0.000,,255.967,0.000,0.000,71.810,152.960,0.000,0.000,0.000,29.082,68.573,132.641,0.000,0.000,0.000,0.000,0.000,0.000,145.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,145.733,0.000,0.000,0.000,0.000,0.000,0.000,344.165,89.763,0.000,0.000,0.000,,0.000,0.000,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.583,0.000,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,241.347,0.000,0.000,0.000,3.825,0.000,0.000,21.293,,275.332,0.000,0.000,23.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,241.347,0.000,0.000,0.000,241.347,0.000,0.000,132.641,0.000,0.000,0.000,255.892,11.440,0.000,64.886,132.641,0.000,0.000,30.161
Z0444,1513.438,320.281,1845.657,46.000,0.000,0.000,0.000,120.951,1.356,0.000,75.324,0.000,156.898,0.000,0.000,0.000,0.000,26.589,96.513,0.000,0.000,0.000,0.000,,96.513,0.000,0.000,35.946,65.559,0.000,0.000,0.000,15.068,26.577,54.443,0.000,0.000,0.000,0.000,0.000,0.000,60.259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.259,0.000,0.000,0.000,0.000,0.000,0.000,151.189,44.933,0.000,0.000,0.000,,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.589,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,105.172,0.000,0.000,0.000,2.473,0.000,0.000,10.528,,120.951,0.000,0.000,12.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,105.172,0.000,0.000,0.000,105.172,0.000,0.000,54.443,0.000,0.000,0.000,96.467,4.709,0.000,30.605,54.443,0.000,0.000,13.307
Z0445,145.623,168.769,161.803,16.000,0.000,2.404,7.296,24.330,0.913,0.000,41.179,3.459,57.743,0.000,0.000,0.000,0.000,7.871,20.140,0.000,0.000,0.000,-0.916,,19.058,0.000,0.000,1.968,36.862,0.000,0.000,8.281,1.598,5.053,29.143,0.000,0.000,0.000,0.000,0.000,0.000,32.943,0.000,0.000,0.000,0.000,0.000,0.000,-0.523,0.000,0.000,-3.553,32.943,0.000,0.000,0.000,-6.288,0.000,0.000,30.413,2.460,1.082,0.000,0.000,,0.000,18.716,-1.881,0.029,0.000,0.000,-0.092,31.445,0.791,0.000,-1.312,5.829,0.000,0.017,0.000,-3.884,0.000,0.000,0.000,0.000,0.000,,7.296,0.000,0.000,0.000,20.892,0.000,0.000,0.000,0.638,0.000,0.000,1.252,,24.330,0.000,0.000,1.279,-2.572,0.000,0.000,0.000,0.000,0.000,0.000,3.656,0.000,20.892,0.000,0.000,0.000,20.892,0.000,7.191,29.143,0.000,0.000,0.000,15.582,2.887,0.000,1.795,29.143,18.716,-3.742,2.801
Z0446,855.478,237.633,950.531,152.000,0.000,5.892,26.137,45.614,1.371,0.000,129.148,0.000,53.819,0.000,0.000,0.000,0.000,49.426,126.901,0.000,0.000,0.000,-5.400,,123.003,0.000,0.000,8.206,104.562,0.000,0.000,35.868,5.675,30.198,92.632,0.000,0.000,0.000,0.000,0.000,0.000,103.319,0.000,0.000,0.000,0.000,0.000,0.000,-4.137,0.000,0.000,-3.745,103.319,0.000,0.000,0.000,-20.678,0.000,0.000,57.017,10.257,3.898,0.000,0.000,,0.000,135.301,-1.754,0.050,0.000,0.000,-0.058,0.000,0.000,0.000,-1.473,30.248,0.000,0.021,0.000,-14.787,0.000,0.000,0.000,0.000,0.000,,26.137,0.000,0.000,0.000,39.582,0.000,0.000,0.000,0.574,0.000,0.000,2.941,,45.614,0.000,0.000,4.540,-13.314,0.000,0.000,0.000,0.000,0.000,0.000,19.178,0.000,39.582,0.000,0.000,0.000,39.582,0.000,0.000,92.632,0.000,0.000,0.000,122.981,9.379,0.000,5.413,92.632,135.301,-22.391,5.457
Z0447,6428.351,751.817,7142.612,1143.000,0.000,49.528,248.968,212.975,2.446,0.000,839.407,0.000,258.034,0.000,0.000,0.000,0.000,495.738,961.016,0.000,0.000,0.000,-62.193,,924.241,0.000,0.000,45.059,676.938,0.000,0.000,264.661,30.798,226.921,607.939,0.000,0.000,0.000,0.000,0.000,0.000,671.526,0.000,0.000,0.000,0.000,0.000,0.000,-35.678,0.000,0.000,-29.375,671.526,0.000,0.000,0.000,-186.694,0.000,0.000,266.218,56.323,36.774,0.000,0.000,,0.000,1895.066,-13.851,0.204,0.000,0.000,-0.081,0.000,0.000,0.000,-11.424,227.125,0.000,0.120,0.000,-137.165,0.000,0.000,0.000,0.000,0.000,,248.968,0.000,0.000,0.000,187.605,0.000,0.000,0.000,0.740,0.000,0.000,22.102,,212.975,0.000,0.000,24.638,-125.741,0.000,0.000,0.000,0.000,0.000,0.000,268.613,0.000,187.605,0.000,0.000,0.000,187.605,0.000,0.000,607.939,0.000,0.000,0.000,924.121,61.848,0.000,40.678,607.939,1895.066,-219.593,24.629
Z0448,2982.399,654.186,3637.072,91.000,0.000,0.000,0.000,189.927,1.697,0.000,131.533,0.000,255.757,0.000,0.000,0.000,0.000,52.389,190.154,0.000,0.000,0.000,0.000,,190.154,0.000,0.000,65.829,114.617,0.000,0.000,0.000,27.939,52.374,95.691,0.000,0.000,0.000,0.000,0.000,0.000,105.226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,105.226,0.000,0.000,0.000,0.000,0.000,0.000,237.409,82.287,0.000,0.000,0.000,,0.000,0.000,0.000,0.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.389,0.000,0.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,166.592,0.000,0.000,0.000,2.792,0.000,0.000,20.746,,189.927,0.000,0.000,22.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,166.592,0.000,0.000,0.000,166.592,0.000,0.000,95.691,0.000,0.000,0.000,190.099,8.067,0.000,60.310,95.691,0.000,0.000,20.543
Z0450,423.946,103.401,517.007,13.000,0.000,0.000,0.000,98.005,0.779,0.000,44.519,0.000,110.355,0.000,0.000,0.000,0.000,7.465,27.062,0.000,0.000,0.000,0.000,,27.062,0.000,0.000,12.350,37.750,0.000,0.000,0.000,4.978,7.445,32.199,0.000,0.000,0.000,0.000,0.000,0.000,35.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.615,0.000,0.000,0.000,0.000,0.000,0.000,122.507,15.438,0.000,0.000,0.000,,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.465,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,84.267,0.000,0.000,0.000,1.919,0.000,0.000,2.949,,98.005,0.000,0.000,3.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,84.267,0.000,0.000,0.000,84.267,0.000,0.000,32.199,0.000,0.000,0.000,27.022,3.433,0.000,8.573,32.199,0.000,0.000,11.820
Z0451,755.746,155.515,921.641,23.000,0.000,0.000,0.000,140.821,0.988,0.000,67.611,0.000,160.851,0.000,0.000,0.000,0.000,13.300,48.224,0.000,0.000,0.000,0.000,,48.224,0.000,0.000,20.031,57.468,0.000,0.000,0.000,8.193,13.272,49.080,0.000,0.000,0.000,0.000,0.000,0.000,54.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.089,0.000,0.000,0.000,0.000,0.000,0.000,176.026,25.038,0.000,0.000,0.000,,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.300,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,121.829,0.000,0.000,0.000,2.308,0.000,0.000,5.257,,140.821,0.000,0.000,6.555,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.829,0.000,0.000,0.000,121.829,0.000,0.000,49.080,0.000,0.000,0.000,48.172,5.054,0.000,15.283,49.080,0.000,0.000,16.683
Z0455,49.937,234.310,234.310,9.000,0.000,0.273,1.382,16.268,0.846,0.000,16.890,0.000,17.768,0.000,0.000,0.000,0.000,3.106,8.416,0.000,0.000,0.000,-0.193,,8.202,0.000,0.000,1.501,14.178,0.000,0.000,1.256,0.868,2.136,11.593,0.000,0.000,0.000,0.000,0.000,0.000,13.512,0.000,0.000,0.000,0.000,0.000,0.000,-0.182,0.000,0.000,-0.202,13.512,0.000,0.000,0.000,-1.145,0.000,0.000,20.334,1.876,0.214,0.000,0.000,,0.000,6.229,-0.092,0.010,0.000,0.000,-0.044,0.000,0.000,0.000,-0.081,2.146,0.000,0.010,0.000,-0.872,0.000,0.000,0.000,0.000,0.000,,1.382,0.000,0.000,0.000,13.135,0.000,0.000,0.000,0.948,0.000,0.000,0.172,,16.268,0.000,0.000,0.694,-0.791,0.000,0.000,0.000,0.000,0.000,0.000,1.167,0.000,13.135,0.000,0.000,0.000,13.135,0.000,0.000,11.593,0.000,0.000,0.000,8.193,1.174,0.000,0.316,11.593,6.229,-1.180,2.185
Z0458,1570.348,535.362,1744.832,279.000,0.000,0.000,0.000,189.710,1.712,0.000,301.005,0.000,202.472,0.000,0.000,0.000,0.000,55.448,225.780,0.000,0.000,0.000,0.000,,225.780,0.000,0.000,12.762,242.619,0.000,0.000,0.000,8.750,55.433,217.244,0.000,0.000,0.000,0.000,0.000,0.000,240.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,240.804,0.000,0.000,0.000,0.000,0.000,0.000,237.138,15.952,0.000,0.000,0.000,,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.448,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,163.207,0.000,0.000,0.000,1.259,0.000,0.000,5.399,,189.710,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,163.207,0.000,0.000,0.000,163.207,0.000,0.000,217.244,0.000,0.000,0.000,225.749,24.736,0.000,9.937,217.244,0.000,0.000,25.244
