0,713.995266
1,3543.034621
2,3822.157826
3,3195.608023
4,2267.106458
5,3101.709704
6,3186.964921
7,3467.877077
8,3879.226624
9,4344.454903
10,2546.997329
11,3109.01759
12,2583.712724
13,2032.26927
14,3312.575507
15,2783.06678
16,2499.946819
17,3272.260742
18,2481.129425
19,2784.796619
20,2657.289841
21,3073.697821
22,2288.735465
23,2402.447711
24,2021.372242
25,2185.950669
26,1851.684267
27,2092.17241
28,3546.059324
29,2957.020333
30,2244.742291
31,1787.591901
32,3441.963942
33,4317.709237
34,3719.475918
35,3684.749398
36,4857.355864
37,1438.332965
38,3189.822173
39,2791.08403
40,3118.172784
41,3424.304676
42,2825.077894
43,3042.215514
44,3059.173582
45,2198.235023
46,2205.325771
47,3794.882162
48,1584.272435
49,3179.403418
50,2378.310918
51,2597.126437
52,3212.503077
53,3384.446214
54,2882.858388
55,3174.721349
56,2826.724723
57,2923.215191
58,3202.602162
59,3038.795929
60,2855.142175
61,2049.450967
62,2474.457729
63,2473.125145
64,1758.758573
65,2688.749631
66,2395.199539
67,2038.543259
68,1892.001059
69,4136.518882
70,3900.663844
71,1090.985308
72,5860.376255
73,5111.477148
74,3480.710618
75,3698.360808
76,3945.949481
77,1112.306974
78,3063.866743
79,2693.173896
80,3222.708489
81,2792.715864
82,1994.127254
83,2440.332948
84,2572.336833
85,3188.853799
86,2745.447447
87,3091.002564
88,3071.524423
89,3345.592175
90,2548.505692
91,2227.986534
92,3653.578547
93,2391.589709
94,400.2802077
95,2088.113609
96,1881.675807
97,2645.45983
98,2216.260949
99,3436.139279
100,4425.035226
101,2650.037607
102,1949.809477
103,2577.860512
104,2149.748599
105,4130.115911
106,3566.097237
107,4087.493993
108,3420.461988
109,3018.607225
110,3434.158294
111,3488.409083
112,3978.616453
113,2568.464687
114,2608.063596
115,2712.014591
116,4205.858633
117,2772.063169
118,3011.233254
119,1838.567953
120,3099.809625
121,336.352547
122,2929.811383
123,3622.040894
124,3845.504809
125,2058.816394
126,2572.274465
127,3489.58369
128,2361.227282
129,2926.661166
130,3002.788161
131,3640.401013
132,3374.986472
133,3021.023343
134,2719.656971
135,3158.128151
136,3852.886906
137,4125.403789
138,2808.310648
139,3473.755066
140,3327.759179
141,3651.268387
142,2482.373078
143,2313.90246
144,3448.088827
145,3283.990844
146,2408.567
147,2523.83077
148,2720.315525
149,2534.376761
150,1833.47777
151,2196.380577
152,2895.131724
153,2351.662793
154,2367.034761
155,2742.322331
156,2345.429565
157,3427.913285
158,677.8728471
159,3215.012445
